Size and Ret212,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
192607,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192608,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192609,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192610,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192611,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192612,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
192701,-50.8,-20.09,-3.34,8.26,63.22,-39.34,-18.91,-5.41,12.68,58.34,-47.28,-19.16,-2.73,12.61,55.14,-40.4,-17.41,-3.16,11.96,33.41,-42.26,-19.28,-3.69,9.61,35.16
192702,-48.64,-19.23,-3.74,9.92,64.23,-41.83,-17.34,-3.43,11.64,53.48,-41.63,-16.06,-2.96,11.2,49.53,-36.02,-16.77,-1.11,12.14,31.89,-34.26,-17.71,-1.03,11.48,34.25
192703,-44.57,-11.29,2.22,14.33,42.86,-35.73,-11.37,2.76,14.71,73.98,-39.23,-12.02,4.76,17.2,56.23,-29.9,-12.99,4.52,17.33,46.01,-32.04,-11.09,4.17,16.45,43.45
192704,-31.84,4.57,17.94,33,61.77,-22.52,4.87,19.1,28.84,87.75,-11.59,3.95,19.82,31.26,87.43,-11.86,4.07,18.49,31.51,75.88,-9999,7.6,19.44,32.19,66.16
192705,-38.14,-3.41,10.03,25.3,78.63,-25.43,-3.42,11.71,30.28,81.72,-26.56,-0.23,12.43,27.99,84.2,-18.2,-2.03,14,26.26,68.86,-15.54,0.59,13.91,28,58.88
192706,-40.67,-4.05,12.71,28.9,64.2,-26.11,-3.11,13.24,30.62,83.43,-24.34,-0.62,14.98,26.64,86.58,-19.77,-1.52,14.04,28.17,81.74,-18.19,0.99,14.29,27.45,64.51
192707,-38.25,-2.53,16.66,30.33,103.74,-26.05,-2.24,15.92,31.47,79.53,-27.98,-4.65,17.31,31.34,91.35,-21.07,-3.1,14.91,31.31,92.43,-17.56,-0.88,15.45,29.87,69.83
192708,-43.13,-7.77,11.41,31.92,98.06,-32.19,-5.63,10.57,27.7,84.4,-24.57,-4.87,11.31,27.99,80.21,-28.62,-5.4,10.24,28.62,80.01,-21.29,-4.84,11.87,26.54,61.15
192709,-40.04,-5.65,13.85,33.14,115.7,-29.06,-2.44,13.09,35.36,85.89,-24.87,-5.44,13.45,32.13,77.23,-25.71,-3.9,13.47,32.63,92.71,-24.27,-2.4,17.54,30.57,65.86
192710,-39.37,-2.07,15.26,33.42,89.99,-24.97,-0.42,15.72,33.84,93.21,-26,-1.56,17.07,36.04,79.81,-22.96,-1.04,16.52,33.57,91.97,-21.18,-2.14,17.58,32.17,63.07
192711,-33.49,-0.72,22.94,47.95,114.86,-23.22,3.51,22.33,38.61,112.64,-19.25,2.28,23.96,43.99,105.68,-17.66,3.12,24.66,41.42,100.14,-16.36,4.07,24.41,42.18,83.76
192712,-36.02,-3,11,34.98,91.02,-29.24,-5.51,11.32,35.67,115.61,-28.44,-3.88,13.91,37.32,83.2,-23.48,-4.91,14.77,35.76,89.77,-21.41,-1.4,16.12,34.24,66.12
192801,-29.37,1.92,20.34,43.95,106.01,-23.39,1.61,21.18,42.66,136.27,-19.32,2.44,20.64,40.01,95.43,-22.28,2.95,20.6,44.61,100.45,-16.26,2.48,21.39,41.75,70.86
192802,-28.51,3.67,21.54,42.26,119.89,-23.19,3.96,22.23,42.87,130.8,-15.64,4.36,22.22,44.52,91.82,-15.09,2.34,22.93,43.22,105.97,-19.95,7.92,24.12,44.29,79.51
192803,-28.36,1.23,21.44,38.18,123.35,-23.93,-1.21,18.5,41.56,141.27,-22.78,-0.51,19.46,38.97,86.96,-20.37,0.08,20.73,38.79,92.27,-20.76,2.19,18.12,38.43,74.1
192804,-28.11,2.3,16.89,37.41,118.64,-20.48,1.54,18.46,35.69,116.29,-17.12,1.29,19,36.42,86.87,-17.56,1.56,19.16,37.12,81.1,-16.19,5.13,19.05,38.39,77.77
192805,-22.06,6.09,27.32,43.48,135.39,-16.8,5.86,21.99,45.66,140.84,-13.89,8.2,26.58,47.85,103.18,-13.25,8.63,24.85,46.37,103.46,-13,8.83,24.08,44.24,98.52
192806,-24.13,6.69,27.15,49.12,203.84,-14.43,6.31,26.48,45.67,114.99,-17.91,11.25,26.8,46.32,117.11,-15.72,8.98,27.39,47.09,112.31,-8.73,10.86,27.82,44.12,86.34
192807,-16.47,8.62,26.27,56.12,218.82,-9.44,9.69,31.05,55.17,123.14,-9.76,12.86,29.26,55.38,139.85,-7.87,11.79,30.5,53.77,127.07,-5.86,11.56,30.45,56.78,108.63
192808,-30.16,0.2,16.81,36.13,164.17,-21.15,-1.54,17.94,39,98.93,-24.98,-1.21,16.55,38.15,112.55,-17.85,1.37,17.04,37.25,99.7,-18.71,1.93,17.53,39.69,77.63
192809,-27.64,0.54,17.6,38.03,134.3,-24.95,0.63,18.51,37.85,105.26,-25.24,1.15,16.26,35.75,105.95,-16.31,1.36,15.65,33.5,102.63,-15.68,3.12,16.92,38.83,76.72
192810,-27.54,2.01,19.82,41.19,114.26,-22.01,2.55,19.65,42.61,119.78,-24.23,1.35,19.46,37.95,114.68,-17.36,1.56,18.36,41.73,120.91,-15.42,2.76,18.84,39.25,99.49
192811,-17.71,9.01,28.64,49.88,134.17,-16.63,8.21,27.2,50.29,188.04,-11.33,9.85,29.81,54.54,130.18,-7.62,7.39,27.58,51.66,167.14,-8.86,8.69,25.89,47.81,110.09
192812,-24.85,2.36,19.23,39.72,135.14,-22.79,0.97,18.36,37.24,184.1,-21.66,3.56,19.93,40.8,111.01,-15.54,3.07,20.69,42.38,140.85,-15.31,2.5,18.81,36.24,90.66
192901,-18.14,8.49,27.28,51.75,144.45,-14.37,6.61,28.29,50.16,224.29,-16.14,4.69,26.63,51.8,139.88,-9.91,7.5,28.28,50.01,188.32,-9.9,8.22,25.97,51.38,123.93
192902,-23.24,5.61,24.66,51.15,131.09,-16.83,4.23,26.17,47.71,150.43,-21.24,5.8,26.6,52.6,162.59,-10.63,7.97,23.67,49.39,151.4,-13.13,9.1,24.17,50.69,125.98
192903,-19.81,12.97,30.19,55.91,145.12,-12.57,10.82,32.63,57.63,166.13,-17.83,11.86,30.28,61.54,153.14,-3.36,13.6,30.24,62.69,166.72,-7.82,15.98,30.84,62.71,135.02
192904,-22.69,5.25,22.49,55.52,151.81,-18.22,5.21,24.43,46.69,147.16,-22.58,5.88,24.39,51.28,139.21,-7.95,6.42,23.08,50.87,127.8,-10.08,8.13,24.02,48.81,121.19
192905,-32.88,-2.95,11.79,36.76,111.87,-27.14,-3.07,13.9,32.67,131.47,-25.78,-1.86,13.61,35.73,108.07,-20,-0.5,13.74,34.69,89.07,-19.87,-0.31,12.49,36.46,99.39
192906,-34.96,-8.27,10.96,32.99,128.61,-29.78,-4.39,10.09,33.85,128.72,-30.52,-4.3,11.93,32.35,94.94,-28.6,-3.92,13.66,34.71,87.73,-9999,-0.71,12.86,34.36,90.86
192907,-38.45,-8.73,11.25,35.54,110.74,-31.59,-7.87,9.59,31.42,104.78,-35.21,-4.51,9.46,33.13,100.48,-21.43,-6.82,11.72,33.1,83.06,-9999,-3.46,10.06,33.42,89.98
192908,-33.96,-4.93,13.9,35.63,153.5,-27.57,-4.44,15.11,39.07,159.51,-30.87,0.26,15.32,43.53,94.41,-28.06,-2.05,15.75,42.08,115,-16.25,0.23,16.14,43.48,109.12
192909,-37.42,-8.03,12.82,38.3,140.98,-33.32,-7.51,12.96,28.35,124.98,-34.68,-4.98,14.14,35.07,87.92,-29.65,-4.43,14.64,37.68,91.69,-22.36,-1.4,12.51,38.39,99.93
192910,-41.75,-11.69,12.19,35.6,173.82,-34.06,-9.67,14.44,33.39,95.29,-42,-6.77,8.67,34.42,77.84,-35.17,-8.02,12.89,36.17,85.65,-38.52,-7.49,11.74,36.05,105.44
192911,-47.15,-14.95,5.62,28.63,175.18,-42.17,-15.34,6.85,25.94,95.94,-40.69,-11.99,4.31,26.88,71.31,-43.05,-12.91,8.12,29.65,84.29,-53.22,-14.66,6.52,30.38,98.25
192912,-65.74,-42.03,-21.24,-7.27,39.71,-63.68,-40.3,-22.05,-5.37,36.7,-63.4,-38.28,-22.5,-2.26,25.5,-60.96,-36.64,-19.57,-2.74,31.26,-68.65,-37.72,-20.9,-2.85,28.48
193001,-70.16,-50.04,-28.77,-15.84,40.51,-67.45,-46.92,-29.4,-15.72,16.3,-66.62,-47.5,-30.1,-12.61,13.07,-63.73,-44.78,-29.32,-13.69,9.18,-65.94,-44.74,-28.67,-11.91,11.52
193002,-74.53,-51.54,-36.52,-17.12,10.94,-70.66,-50.95,-36,-17.19,5.75,-70.34,-50.09,-34.39,-15.12,18.44,-72.82,-48.26,-32.69,-16.37,6.79,-63.65,-46.73,-32.81,-12.82,9.77
193003,-69.77,-46.31,-29.69,-10.04,12.05,-66.27,-43.22,-30.87,-9.5,13.6,-64.05,-43.28,-31.42,-11.17,14.81,-64.1,-42.8,-29.16,-10.53,13.23,-60.85,-44.12,-29.03,-9.19,14.7
193004,-67.44,-41.06,-26.82,-8.32,30.15,-63.31,-40.15,-26.35,-7.9,13.73,-64.91,-40.52,-26.56,-5.79,20.22,-60.59,-40.64,-25.26,-8.54,23.27,-55.6,-40.25,-23.08,-5.43,21.56
193005,-59.92,-36.37,-21.68,-2.45,33.94,-61.78,-36.52,-21.43,-3.36,20.48,-58.93,-36.89,-21.19,-2.98,25.48,-55.66,-35.88,-19.12,-3.07,21.01,-55.4,-36.95,-19.32,-1.55,27.9
193006,-56.94,-35.73,-20.05,-0.7,49.34,-55.72,-34.9,-19.2,-2,28.43,-53.6,-35.3,-18.09,-1.21,36.21,-49.18,-35.6,-16.53,-1.19,34.08,-47.2,-33.99,-16.59,1.02,30.54
193007,-61.87,-41.49,-29.29,-10.55,15.28,-61.01,-41.73,-25.45,-7.24,20.3,-57.38,-40.57,-25.66,-8.84,26.74,-54.09,-41.48,-27.13,-10.87,18.25,-52.29,-41.42,-26.09,-8.3,15.47
193008,-72.11,-54.22,-39.36,-22.76,-1.78,-70.69,-54.53,-39.95,-25.54,1.28,-68.72,-52.83,-41.81,-25.55,-1.43,-66.43,-53.96,-40.23,-24.46,-0.27,-64.77,-54.76,-39.63,-25.73,-4.74
193009,-71,-53.77,-39.9,-25.88,-12.76,-69.31,-54.31,-39.63,-26.96,-2.43,-67.75,-53.38,-39.47,-26.4,-0.31,-66.93,-54.44,-39.41,-26.44,-0.59,-69.67,-53.34,-38.95,-25.9,-4.49
193010,-72.15,-53.37,-39.02,-27.14,-8.04,-68.53,-52.69,-39.68,-23.81,2.02,-66.82,-51.13,-37.82,-24.9,1.63,-66.2,-51.5,-37.93,-24.15,0.85,-64.77,-52.02,-36.78,-23.03,-3.06
193011,-70.58,-48.99,-32.61,-20.07,4.46,-65.88,-48.41,-33.58,-19.09,7.84,-63.09,-49.38,-32.78,-18.63,14.04,-63.32,-47.1,-32.43,-17.02,5.26,-61.77,-46.01,-31.19,-17.71,0.87
193012,-66.55,-46.48,-32.12,-17.84,15.17,-65.1,-45.96,-31.38,-15.94,10.08,-61.54,-46.72,-30,-15.4,11.16,-62.81,-45.79,-30.4,-16.11,8.45,-60.64,-45.84,-29.34,-14.8,5.36
193101,-67.98,-46.47,-32.12,-16.57,21.36,-62.66,-45.61,-32.72,-16.94,22.78,-61.81,-46.48,-31.8,-15.18,9.87,-62.32,-44.75,-31.01,-15.01,8.58,-58.95,-45.89,-31.27,-15.73,5.63
193102,-77.28,-59.9,-47.11,-32.13,17.59,-76.05,-60.06,-45.13,-31.09,-0.61,-73.62,-58.83,-46.55,-31.51,-1.49,-75.03,-58.19,-46.01,-28.79,-6.4,-68.85,-58.51,-45.18,-31.18,-8.97
193103,-72.85,-55.04,-43,-27.87,13.16,-69.45,-53.7,-41.97,-26.66,5.24,-68.02,-53.47,-41.51,-25.91,1.6,-68.44,-53.62,-41.33,-27.78,-4.03,-68.56,-54.12,-42.4,-27.19,-8.13
193104,-69.38,-51.38,-39.1,-26.7,-8.36,-66.48,-52.31,-38.92,-25.68,3,-65.53,-50.1,-38.21,-25.36,1.69,-64.5,-50.7,-38,-24.99,-1.83,-61.01,-48.64,-37.69,-24.36,-7.49
193105,-71.59,-53.05,-41.78,-26.89,5.65,-68.21,-53.44,-38.95,-26.9,18.15,-66.56,-52.11,-39.46,-27.26,-0.64,-67.25,-52.21,-38.73,-25.64,1.68,-64.45,-50.86,-39.26,-26.16,-7.46
193106,-75.99,-59.01,-48.75,-34.21,2.2,-73.56,-60.73,-47.08,-34.57,1.52,-73.67,-59.74,-47.53,-32.42,-10.65,-72.26,-60.23,-47.54,-33.05,-4.34,-70.16,-58.41,-47.17,-33.7,-13.92
193107,-73.66,-58.18,-44.96,-32.7,-2.93,-73.06,-57.78,-44.26,-30.38,17.11,-72.01,-57.51,-43.32,-30.3,-6.36,-71,-57.67,-45.31,-28.9,4.64,-68.9,-56.58,-44.25,-30.52,-10.58
193108,-68.96,-50.38,-39.38,-27.04,10.67,-65.85,-51.97,-37.17,-24.93,27.54,-64.05,-48.72,-38.99,-23.02,2.31,-62.66,-49.98,-37.69,-24.21,3.22,-60.61,-50.49,-37.39,-24.3,-4.13
193109,-71.78,-54.57,-41.73,-28.58,11.33,-69.89,-54.51,-41.86,-27.23,8.44,-68.99,-54.24,-42.19,-27.7,-3.46,-65.69,-53.95,-41.79,-27.81,3.92,-63.89,-53.47,-40.67,-27.08,-6.64
193110,-66,-46.31,-32.51,-15.97,19.79,-63.51,-46.27,-33.33,-16.49,23.78,-61.99,-46.81,-31.98,-15.46,19.84,-59.2,-46.84,-32.49,-15.34,13.72,-59.23,-46.36,-32.44,-18.13,4.84
193111,-75.22,-60.72,-47.59,-34.99,-9.12,-73.9,-59.38,-49.07,-36.47,-3.23,-74.44,-61.76,-48.39,-35.16,-12.02,-69.59,-59.31,-48.75,-34.94,-5.88,-70.6,-58.43,-48.77,-35.78,-14.71
193112,-71.58,-54.78,-43.97,-29.22,-2.19,-69.32,-56.78,-43.98,-29.32,-2.09,-68.12,-55.5,-42.14,-27.73,1.62,-65.98,-54.93,-43.39,-27.6,6.23,-66.28,-53.87,-41.88,-27.86,-7.19
193201,-70.98,-53.13,-39.51,-25.47,14.85,-70.25,-53.15,-39.92,-25.94,13.9,-67.39,-51.21,-39.87,-22.97,8.33,-69.53,-51.88,-39.39,-25.85,6.42,-64.82,-53.15,-38.92,-23.9,2.4
193202,-82.72,-68.12,-56.58,-40.47,-6.78,-79.8,-68.91,-57.88,-42.66,-19.69,-78.99,-68.09,-56.97,-41.73,-13.98,-84.13,-68.32,-56.36,-41.01,-11.83,-78.39,-68.54,-57.4,-42.42,-15.49
193203,-81.83,-71.6,-61.86,-47.25,-21.97,-81.33,-70.24,-62.33,-48.74,-15.26,-81.65,-71.59,-61.89,-47.04,-22.79,-79.65,-71.12,-61.58,-48.17,-20,-77.81,-70.95,-62.1,-48.47,-25.71
193204,-80.8,-68.35,-57.85,-43.75,-21.25,-78.52,-67.41,-57.25,-44.34,-8.94,-76.82,-67.34,-58.39,-42.89,-22.47,-78,-68,-57.06,-44.92,-18.82,-74.7,-67.9,-57.64,-43.1,-20.36
193205,-80.68,-66.15,-56.11,-42.99,-4.21,-78.18,-66.12,-55.06,-42.19,-8.12,-79.68,-67.19,-56.8,-42.19,-17.18,-78.73,-65.77,-54.73,-42.56,-14.6,-76.24,-65.74,-55.86,-39.73,-15.4
193206,-81.71,-69.54,-58.28,-46.43,-16.72,-80.31,-67.67,-58.56,-46.98,-5.07,-79.38,-68.27,-58.69,-44.02,-22.6,-79.39,-69.45,-58.93,-43.41,-16.08,-77.21,-68.79,-60.04,-43.14,-17.88
193207,-88.85,-80.97,-71.61,-59.91,-30.52,-89.2,-80.12,-72.65,-60.3,-40.24,-87.87,-81.48,-71.92,-60.98,-38.55,-89.37,-80.85,-72.81,-60.3,-36.03,-87.37,-80.43,-71.07,-60.52,-29.95
193208,-87.06,-77.9,-68.96,-58.37,-17.99,-86.75,-78.54,-69.75,-57.2,-26.38,-86.87,-78.49,-69.2,-58.79,-37.39,-87.9,-78.8,-70.11,-58.16,-31.27,-86.82,-79.09,-70.1,-57.22,-33.77
193209,-79.27,-67.03,-57.23,-44.69,-8.52,-77.63,-67.23,-57.39,-45.35,-23.91,-77.75,-66.24,-57.3,-46.33,-23.66,-79.58,-67.53,-57.74,-45.14,-19.14,-76.95,-66.75,-57.19,-45.33,-16.71
193210,-47.06,-19.5,-2.38,18.43,93.25,-49.03,-20.49,-1.8,17.94,104.49,-41.37,-18.99,-2.13,17.97,56.98,-42.09,-19.53,-1.41,19.16,72.37,-41.26,-20.54,-1.29,19.07,63.4
193211,-53.02,-29.79,-16.65,-1.17,53.96,-53.6,-30.55,-17.59,-2.64,53.4,-47.83,-30.21,-16.56,-2.14,27.15,-51.97,-29.54,-16.45,0.32,39.14,-46.08,-28.43,-16.56,-3.2,34.55
193212,-57.31,-37.06,-22.91,-7.98,40.13,-57.69,-37.51,-23.81,-11.75,39.39,-52.9,-37.05,-23.36,-7.91,13.94,-54.1,-36.46,-22.69,-8.52,27.77,-50.64,-37.82,-21.95,-9.42,31.53
193301,-51.8,-30.2,-11.5,3.75,76.56,-49.9,-28.01,-11.71,3.33,62.4,-47.3,-28.7,-13.02,3.15,39.15,-48.79,-30.09,-12.52,3.75,39.81,-43.29,-27.46,-12.37,3.35,56.56
193302,-59.48,-36.99,-19.47,-2.46,42.59,-55.99,-34.58,-24.79,-1.22,54.36,-54.82,-36.42,-21.03,-1.59,33.47,-52.42,-37.24,-19.45,-1.15,44.47,-51,-34.14,-20.27,-1.6,39.3
193303,-56.92,-35.36,-19.87,-1.33,47.33,-54.24,-34.33,-19.14,-2.99,57.85,-53.45,-34.71,-19.65,-2.28,30.28,-51.99,-33.39,-19.8,-0.11,47.17,-47.12,-33.87,-18.7,-1.93,39.37
193304,-59.31,-38.56,-21.76,-4.33,61.47,-57.81,-38.92,-24.22,-7.55,69.07,-56.35,-37.55,-22.38,-4.86,30.79,-55.79,-36.83,-20.92,-5.98,41.44,-48.81,-35.23,-21.84,-5.83,33.09
193305,-49.17,-17.97,4.02,27.86,117.88,-43.39,-16.98,4.01,28.32,143.66,-42.59,-15.29,1.59,28.3,78.27,-50.09,-14.06,4.01,29.12,91.67,-35.78,-16.36,5.37,28.6,75.5
193306,-16.13,50.54,94.72,146.65,434.28,-10.16,50.28,100.27,154.2,379.9,-7.42,49.79,96.75,147.95,315.9,1.02,52.11,99.43,156.12,331.62,9.84,52.78,95.73,152.84,284.65
193307,19.5,137.7,199.56,283.13,604.32,40.17,127.62,201.61,288.55,518.18,35.48,139.78,196.98,282.95,497.75,41.63,125.89,203.48,272.58,478.54,57.47,130.61,203.21,280.34,513.88
193308,19.4,95.11,156.13,211.7,512.43,36.4,97.2,145.53,216.84,444.36,35.92,101.84,143.58,220.62,361.47,33.06,96.35,149.9,218.94,476.61,42.41,95.48,143.22,201.91,361.58
193309,-22.55,19.06,39.71,71.3,186.5,-15.31,20.14,43.95,71.62,190.91,-19.78,20.08,42.66,69.55,150.58,-18.83,19.24,40.32,75.19,127.47,-9.35,17.32,42.27,69.58,162.97
193310,-19.53,39.49,74.23,110.7,233.19,-3.01,40.55,71.62,105.25,301.58,-2.02,40.11,74.44,111.27,207.83,-7.07,39,74.16,109.44,193.39,-2.15,39.31,74.98,104.32,229.76
193311,-18.78,39.16,72.84,123.1,264.47,-11.69,42.72,77.76,117.42,314.83,-3.51,37.63,75.39,119.04,230.98,-10.66,39.45,73.91,111.14,208.33,-9.21,37.1,78.02,112.68,274.54
193312,-18.09,34.84,68.8,108.79,237.02,-13.78,34.58,67.55,106.57,277.97,-7.35,34.66,64.27,109.91,227.66,-9.23,35.48,69.54,111.19,212.82,-7.92,36.81,69.62,106.54,251.93
193401,-13.7,44.08,92.07,139.59,340.96,-6.76,47.9,87.76,144.19,297.37,-2.1,47.76,86.61,139.32,310.02,-2.56,49.01,92.82,138.57,262.61,-9.9,50.12,89.95,134.36,286.88
193402,-14.21,40.7,84.15,133.57,323.34,-12.96,44.15,87.23,134.7,300.19,3.1,49.28,86.88,139.44,348.86,-10.18,44.16,88.03,143.02,262.64,-14.02,44.72,86.45,133.47,287.11
193403,31.12,118.77,184.47,277.08,590.73,39.62,121.63,186.86,286.43,490.94,38.92,114.34,192.82,270.75,665.75,48.42,115.77,190.08,265.51,457.84,42.88,114.44,183.83,275.08,463.73
193404,36.04,94.07,168.75,244.38,494.72,30.1,94.36,156.68,248.19,529.96,46.22,96.83,162.61,243.32,676.22,35.92,101.59,159.34,253.3,419.01,41.53,98.86,157.54,226.21,460.08
193405,1.93,47.23,77.83,126.3,298.47,4.05,41.62,78.68,124.94,257.28,3.17,45.1,77.51,124.66,358.08,4.09,40.22,78.25,125.49,278.63,4.66,40.4,73.71,114.63,200.71
193406,-26.76,-0.11,17.9,39.83,127.5,-24.05,-0.65,15.48,39.91,106.46,-24.35,-0.26,18.9,36.26,125.28,-22.62,0.24,15.76,39.07,104.41,-20.3,-1.96,16.18,38.58,89.34
193407,-46.22,-28.42,-11.65,6.33,52.51,-46.1,-25.94,-12.84,2.95,52.32,-43.61,-26.34,-13.33,5.57,88.33,-44.86,-26.74,-11.77,6.93,51.44,-44.06,-25.82,-11.6,8.53,40.08
193408,-41.56,-17.62,-1.76,16.83,69.68,-35.71,-17.19,-2.32,13.29,69.56,-38.82,-16.82,-1.19,18.54,85.16,-34.32,-18.8,-2.38,21.23,87,-33.63,-16.06,-0.04,19.03,53.72
193409,-57.48,-43.01,-28.93,-7.69,23.59,-57.98,-43.19,-28.35,-12.48,30.29,-57.98,-43.35,-28.37,-7.73,47.93,-58.65,-44.74,-29.11,-8.73,35.92,-53.81,-41.65,-27.15,-9.59,25.83
193410,-44.01,-23.83,-7.09,11.99,73.71,-39.91,-23.82,-8.16,14.01,62.86,-39.83,-24.87,-5.91,9.89,70.96,-40.27,-22.37,-7.67,12.48,70.14,-35.54,-21.78,-6.54,13.87,47.57
193411,-37.47,-14.2,0.45,23.34,73.83,-31.15,-13.03,2.25,26.77,86.51,-30.99,-13.67,4.13,24.28,87.68,-32.94,-13.75,4.24,23.35,78.59,-29.7,-13.69,3.39,22.7,56.53
193412,-42.68,-23.44,-5.61,14.85,102.46,-38.8,-23,-6,15.6,80.76,-39.6,-24.24,-4.53,16.1,67.63,-40.03,-22.48,-3.46,19,59.45,-35.82,-21.66,-4.98,17.17,52.73
193501,-35.29,-14.92,6.62,28.66,105.22,-32.03,-14.6,2.69,29.54,87.41,-32.63,-13.33,2.94,28.78,90.29,-33.66,-14.24,4.85,28.03,89.38,-29.11,-12.2,3.79,26.73,63.95
193502,-53.97,-33.76,-14.48,8.2,62.64,-52.36,-32.78,-15.24,3.5,46.02,-53.76,-32.36,-14.93,2.77,63.85,-46.52,-32.17,-14.83,5.31,51.43,-51.09,-31.69,-15.77,2.92,33.98
193503,-54.92,-36.5,-19.44,-0.24,65.78,-51.02,-34.84,-19.62,1.05,34.35,-53.3,-35.56,-19.84,0.33,53.45,-50.92,-35.21,-18.89,0.14,44.86,-48.97,-34.37,-20.05,1.15,28.69
193504,-61.31,-42.4,-26.4,-3.78,71.48,-58.92,-41.79,-22.95,-2.31,37.89,-64.52,-40.2,-20.76,-0.56,48.17,-58.54,-40.4,-21.68,-0.74,41.77,-57.55,-38.52,-23.09,-1.11,31.28
193505,-65.72,-47.23,-29.32,-5.25,107.99,-65.63,-46.31,-27.34,-5.93,30.81,-64.02,-44.39,-29.02,-6.43,34.19,-60.89,-43.49,-27.75,-8.21,29.41,-58.63,-40.82,-26.06,-8.15,21.92
193506,-56.28,-32.33,-12.37,9.18,149.29,-54.98,-30.67,-9.98,9.15,56.4,-53.25,-29.31,-11.11,8.45,56.05,-47.22,-30.06,-8.99,10.49,44.85,-49.37,-26.53,-9.15,9.78,41.98
193507,-54.34,-28.82,-11.42,8.39,103.02,-51.45,-27.82,-10.18,6.82,67.27,-49.03,-27.06,-9.68,8.7,54.36,-48.65,-26.25,-8.77,10.77,40.45,-44.43,-26.5,-8.81,9.74,37.06
193508,-39.7,-4.07,14.82,32.1,108.53,-34.71,-5.63,11.79,35.73,117.06,-31.06,-6.56,14.91,38.18,97.55,-21.45,-3.68,15.69,37.13,85.48,-22.05,-2.81,16.22,35.88,70.15
193509,-41.03,-6.8,17.11,35.33,104.23,-35.28,-5.23,17.87,39.31,128.95,-30.97,-4.45,15.13,38.04,106.15,-22.05,-6.49,15.95,38.09,85.77,-20.93,-2.3,15.85,38.27,78.52
193510,-31.7,2.34,22.1,42.6,107.39,-27.33,2.7,22.81,46.75,132.53,-20.33,4.1,23.45,46.54,122.31,-15.5,3.46,22.23,46.17,102.44,-12.12,4.15,23.62,44.52,90.5
193511,-28.83,2.37,25.47,56.91,115.74,-28.5,4.35,25.26,51.2,166.64,-24.05,5.96,25.82,54.75,144,-13.33,8.61,25.71,54.14,118.47,-12.95,6.36,25.39,51.78,105.46
193512,-31.06,1.34,20.2,47.11,102.78,-26.74,-0.47,20.98,47.59,124.55,-22.02,-0.84,22.17,44.71,131.21,-20.48,3.69,20.88,44.12,109.54,-15.77,4.31,20.15,47.71,91.8
193601,-13.61,10.78,33.35,61.63,135.64,-17.88,12.66,29.86,55.45,150.54,-5.44,11.14,32.7,57.82,145.16,-9.9,13.1,30.95,60.4,128.14,-7.22,13.56,28.87,59.8,110.67
193602,-11.06,19.44,46.29,74.27,171.01,-12.39,18.61,42.1,79.59,205.3,-7.37,18.01,42.1,79.54,170.99,-1.64,20.2,43.99,75.16,159.98,1.13,20.24,45.79,73.67,140.29
193603,6.12,41.23,75.28,121.37,239.47,2.34,37.54,78.03,120.22,250.83,3.89,41.29,75.35,118.06,251.06,9.28,39.61,72.5,120.04,256.51,10.83,41.53,75.96,112.08,202.19
193604,19.37,59.55,101.98,153.98,303.64,17.7,52.65,102.42,151.62,299.2,13.49,56.96,98.49,154.46,306.26,16.16,57.25,101.21,151.49,290.88,17.64,58.65,99.24,155.26,232.28
193605,0.72,47.69,84.96,132,254.12,8.08,40.38,83.98,131.42,309.51,8.55,46.24,84.82,130.35,287.2,8.19,43.71,78.33,133.22,255.69,11.78,45.16,83.61,130.65,201.18
193606,-2.96,27.39,51.9,91.07,199.75,-4.56,26.96,55.95,91.05,219.55,0.14,29.85,54.32,94.64,224.65,-2.54,24.29,54.31,89.27,172.22,4.98,27.04,56.28,92.26,164.73
