Size and Ret212,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
194609,-2.02,18.16,31.11,50.61,91.44,-0.95,18.39,31.12,51.23,93.56,1.66,17.74,31.46,50.29,99.83,0.18,18.44,31.31,51.9,91.17,-0.63,18.28,30.98,47.71,119.6
194610,-14.05,4.05,15.55,30.78,63.16,-13.24,4.26,15.43,30.69,65.26,-12.12,2.18,14.73,30.33,72.38,-12.84,3.76,15.23,30.85,62.41,-11.58,4.45,15.36,30.26,80.54
194611,-31.26,-14.34,-4.79,7.64,30.45,-30.32,-15.04,-4.98,7.45,37.15,-30.13,-14.47,-3.64,6.32,36.77,-33.01,-14.82,-4.64,7.26,28.99,-28.91,-13.44,-4.75,6.47,37.19
194612,-39.61,-23.6,-13.16,-1.49,20.73,-38.23,-23.4,-12.58,-1.23,21.37,-38.71,-22.48,-11.85,-2.39,24.71,-38.84,-22.64,-11.5,-1.03,15.33,-38.07,-22.79,-12.63,-1.84,19.4
194701,-43,-24.78,-13.89,-3.96,13.19,-41.26,-25.79,-13.78,-2.77,21.32,-43.42,-24.5,-13.12,-3.6,18.03,-42.3,-23.71,-13.06,-4.11,18.16,-40.08,-24.07,-12.8,-3.07,15.54
194702,-47.75,-29.07,-17.87,-7.3,11.26,-45.69,-27.77,-16.15,-6.06,15.43,-48.63,-29.48,-16.82,-5.74,19.01,-47.78,-27.96,-16.51,-5.81,17.65,-44.62,-28.54,-15.82,-5.15,16.23
194703,-38.07,-20.13,-9.59,0.63,15.5,-38,-19.99,-8.51,0.22,21.32,-40.4,-18.16,-8.07,1.88,26.06,-36.03,-19.12,-8.96,0.63,20.14,-36.3,-18.43,-8.27,1.25,21.11
194704,-39.06,-24.37,-15.69,-7.34,10.57,-38.84,-24.44,-15.35,-4.89,17.68,-40.92,-22.97,-15.15,-5.26,12.87,-38.35,-23.62,-14.92,-5.39,10.89,-37.56,-23.37,-15.02,-5.92,6.99
194705,-45.32,-31.19,-20.56,-12.77,5.68,-43.38,-30.18,-21.66,-13.05,7.94,-46.2,-29.64,-21.68,-13.09,4.51,-42.2,-29.59,-21.25,-13.28,3.48,-42.54,-29.98,-20.53,-12.4,-0.03
194706,-55.36,-41.76,-32.3,-22.82,-3.36,-51.75,-39.4,-31.36,-23.72,-4.7,-55.17,-40.66,-31.14,-21.55,-5.33,-52.44,-38.56,-31.38,-21.66,-5.41,-51.85,-39.29,-30.82,-21.75,-10.14
194707,-55.99,-40.78,-30.1,-20.58,1.52,-53.15,-39.28,-30.07,-21.58,-3.55,-56.24,-39.37,-29.57,-20.21,-5.03,-51.47,-39.01,-29.39,-20.95,-6.18,-52.24,-38.41,-30.16,-19.69,-7.04
194708,-49.86,-34.33,-22.77,-13.78,2.59,-50.01,-32.51,-23.06,-14.53,2.7,-48.34,-32.95,-22.76,-13.33,1.98,-45.11,-32.71,-21.85,-13.85,3.93,-44.59,-32.02,-22.54,-13.19,-0.38
194709,-40.44,-22.42,-13.74,-2.66,13.08,-39.24,-21.22,-11.64,-2.07,18.81,-41.82,-21.91,-11.3,-2.79,15.73,-35.01,-21.09,-12.81,-2.57,15.49,-37.86,-22.6,-10.9,-2.27,10.92
194710,-31.24,-11.37,-1.31,9.38,28.64,-32.35,-11.08,-0.52,10.2,35.13,-31.1,-10.25,0.36,8.68,32.57,-28.69,-11.61,0.24,9.73,33.64,-26.49,-10.6,-0.01,9.42,25.87
194711,-29.57,-11.2,-0.22,12.56,36.7,-29.23,-10.4,-0.73,10.44,38.57,-27.6,-9.68,-0.01,11.32,37.22,-23.89,-10.41,0.59,11.52,35.49,-25.09,-10.45,-0.05,11.44,31.06
194712,-26.29,-8.25,3.29,16.14,35.75,-21.71,-7.6,3.84,14.12,45.27,-23.63,-7.02,3.38,13.34,40.76,-20.07,-6.96,2.98,14.04,38.65,-22.06,-7.04,4,14.68,36.95
194801,-33.08,-13.89,-3.47,5.48,26.94,-30.27,-14.98,-4.53,6.53,34.21,-30.44,-13.75,-3.37,7.14,34.34,-27.74,-13.41,-4.27,7.16,31.62,-26.23,-14.17,-4.1,6.15,26.54
194802,-35.49,-15.54,-5.71,6.72,37.28,-32.4,-15.78,-5.12,6.76,33.03,-33.34,-15.45,-4.34,7.09,34.56,-29.92,-16.8,-5.07,6.79,36.64,-26.1,-14.55,-5.94,7.22,31.73
194803,-33.87,-15.3,-7.67,2.26,30.91,-30.08,-14.5,-7.39,3.94,27.78,-29.27,-14.96,-6.26,3.64,25.59,-28.12,-14.8,-6.5,3.51,29.65,-24.74,-15,-6.33,3.53,25.81
194804,-35.27,-17.06,-9.05,0.77,28.69,-34.01,-18.19,-8.56,0.86,18.99,-31.43,-17.16,-8.23,0.47,20.84,-31.87,-17.25,-7.89,0.52,24.7,-26.88,-16.67,-8.23,0.49,20.09
194805,-20.7,-1.5,6.9,18.41,56.26,-18.89,-2.33,6.86,17.95,46.01,-14.66,-2.22,6.99,19.23,47.32,-16.26,0.01,7.04,18.56,46.44,-12.92,-1.51,7.63,17.91,43.66
194806,-15.54,4.21,15.66,30.17,72.57,-14.42,3.83,16.01,29.09,66.48,-9.46,4,15.15,28.6,65.89,-13.34,3.8,15.06,28.83,62.92,-9.62,3.76,15.29,28.06,57.74
194807,-12.79,6.69,17.59,33.45,69.5,-8.27,6.67,18.92,31.76,78.48,-6.72,7.06,17.53,32.94,67.68,-8.59,6.97,16.73,33.26,63.69,-6.4,6.7,18.17,31.57,65.3
194808,-20.01,-1.24,10.31,23.15,54.85,-16.5,-0.29,10.78,21.09,65.36,-15.05,-0.38,10.69,22.67,55.13,-15.68,0.23,10.09,24.45,57.59,-17.44,0.22,9.3,23.03,52.42
194809,-22.33,-3.76,6.05,17.34,50.42,-19.37,-2.57,6.37,17.28,52.86,-20.96,-3.5,7.1,16.74,47.84,-17.65,-3.19,6.47,17.98,49.72,-17.69,-1.91,6.18,18.96,46.67
194810,-22.79,-3.53,6.55,18.73,47.47,-20.55,-2.76,6.46,16.78,50.26,-21.25,-2.99,6.71,16.87,44.97,-18.81,-3.34,5.22,17.17,44.93,-14.66,-2.35,6.53,16.77,45.73
194811,-30.98,-9.35,-0.74,8.4,33.66,-25.94,-9.97,-0.79,8.8,48.74,-27.48,-9.29,-0.51,8.86,32.84,-24.31,-8.52,-0.62,8.26,33.31,-20.44,-8.88,-0.79,9.29,31.93
194812,-23.71,-2.09,6.28,18.2,51.09,-18.53,-2.8,7.19,17.34,64.11,-18.61,-2.58,7.05,18.86,49.13,-16.52,-1.07,6.89,17.59,44.21,-15.23,-1.25,7.08,17.26,37.7
194901,-34.94,-13.71,-4.85,3.62,23.63,-30.46,-12.98,-4.5,3.42,37.28,-29.08,-12.95,-4.72,3.4,23.85,-27.1,-13.62,-3.73,3.51,26.8,-23.65,-12.14,-4,4.04,17.36
194902,-33.84,-11.59,-1.32,8.17,25.44,-29.68,-10.99,-1.26,7.78,38.98,-27.73,-11.07,-1.23,8.32,31.02,-27.33,-10.76,-0.69,9.36,29.08,-22.83,-9.55,-0.7,8.94,26.7
194903,-23.99,-3.83,5.34,15.84,30,-19.36,-3.88,6.36,15.94,44.85,-21.03,-2.89,5.78,15.34,40.08,-17.88,-2.15,6.75,15.35,33.9,-16.56,-2.82,6.37,15.46,33.57
194904,-36.08,-15.8,-5.81,2.1,20.6,-31.17,-15.39,-6.05,2.18,26.08,-31.08,-14.44,-5.78,2.75,22.61,-28.67,-15.05,-5.93,2.12,16.38,-33.72,-14.51,-5.7,2.6,18.38
194905,-34.07,-13.48,-4.79,4.44,20.83,-28.05,-13.48,-4.78,3.67,24.18,-27.79,-13.36,-4.68,3.82,26.57,-26.06,-12.63,-4.91,3.88,18.13,-25.61,-12.78,-4,3.93,19.27
194906,-44.47,-25.16,-14.64,-5.18,10.09,-37.82,-23.99,-14.34,-5.43,17.12,-36.11,-24.31,-14.78,-5.33,14.99,-37.15,-24.75,-15.17,-4.93,10.53,-32.54,-23.15,-14.95,-4.79,10.12
194907,-47.73,-27.6,-17.33,-6.68,6.32,-40.52,-27.55,-16.6,-6.35,13.46,-43.74,-27.8,-16.61,-6.05,16.84,-38.97,-26.14,-16.65,-5.76,11.32,-34.89,-26.31,-17.29,-6.01,9.63
194908,-45.61,-22.68,-12.86,-1.95,14.96,-36.84,-23.97,-13.19,-2.73,14.52,-39.02,-23.35,-13.26,-2.69,17.53,-35.59,-23.04,-13.11,-2.49,15.57,-33.88,-21.49,-13.13,-1.58,14.4
194909,-39.35,-17.94,-7.87,2.01,26.47,-33.67,-17.96,-7.88,2.37,20.33,-32.51,-18.11,-7.45,2.24,23.24,-33.47,-17.38,-8.71,2.17,23.43,-32.37,-17.26,-7.89,3.73,19.09
194910,-35.18,-12.93,-1.78,7.93,32.49,-29.26,-12.54,-1.82,8.49,32.58,-26.81,-11.36,-2.08,8.31,30.77,-23.53,-9.99,-1.37,9.61,28.52,-23.35,-12.29,-1.16,9.64,26.58
194911,-34.8,-13.07,-3.64,8.42,29.97,-27.64,-14.03,-3.09,7.4,29.22,-28.19,-13.54,-1.99,6.89,28.65,-23.8,-11.95,-2.55,7.53,27.67,-23.19,-12.36,-2.7,7.81,25.79
194912,-19.75,1.48,11.43,24.02,41.74,-13.01,1.28,12.82,22.1,44.02,-14.9,1.79,11.85,22.23,46.98,-10.88,2.09,12.97,22.96,47.07,-8.25,2.66,12.76,23,45.48
195001,-19.86,0.41,12.53,22.89,44.56,-16.72,1.04,12.38,22.45,43.77,-14.91,0.17,11.63,23.49,47.7,-12.19,0.64,12.46,23.56,46.55,-10.45,0.56,11.88,24.2,48.7
195002,-14.27,5.48,17.27,29.75,49.77,-10.14,5.09,17.45,28.23,52.72,-10.56,6.69,17.53,28.56,53.55,-6.54,5.79,16.89,29.62,56.98,-4.94,6.82,17.23,28,49.51
195003,-3.23,14.74,25.84,37.31,63.93,-1.08,14.69,24.44,35.94,64.95,-0.03,14.83,24.97,36.84,71.07,2.31,15.49,24.74,37.46,67.48,3.18,15.09,24.82,37.78,59.73
195004,-7.87,8.88,20.9,32.29,60.72,-4.16,10.31,20.35,33.19,58.29,-5.08,10.08,20.19,31.64,59.22,-3.84,9.03,20.51,32.25,60.46,-1.92,10.32,20.23,32.43,53.95
195005,-5.34,13.44,24.51,35.69,77.72,-3.01,13.63,24.62,35.39,66.74,-2.65,13.31,24.03,36.17,67.26,-1.75,12.49,23.89,36.29,67.63,-0.22,13.47,23.78,35.47,58.65
195006,2.39,22.05,34.34,48.67,90.69,5.74,21.53,33.12,48,87.59,5.95,22.09,33.52,48.39,99.96,8.19,22.13,32.77,50.38,90.8,7.07,21.36,33.25,49.18,81.33
195007,8.62,25.73,39.11,54.06,99.53,8.47,25.79,38.61,56.82,104.36,9.04,26.88,40.14,56.56,103.22,10.3,26.18,38.25,55.86,106.01,9.68,26.54,39.14,55.62,88.55
195008,-4.74,12,21.66,32.93,65.66,-2.54,10.96,21.2,33.28,74.14,-3.23,11.72,21.03,34.16,74.19,-1.13,11.71,21.17,33.84,73.01,-1.43,11.87,20.47,33.91,61.65
195009,-9,11.86,23.79,40.73,74.86,-5.04,12.35,23.9,40.6,89.24,-4.29,12.27,23.48,40.21,75.66,-0.59,11.34,23.79,40.07,77.49,-0.82,10.82,24.55,39.16,67.35
195010,-4.99,13.56,24.89,41.5,75.98,-3.3,12.73,24.93,39.12,80.81,-4.66,12.22,24.95,41.05,77.33,1.33,12.39,25.14,40.94,78.38,-0.04,12.2,25.25,41.13,65.8
195011,-4.05,15.76,26.67,41.45,85.75,0.67,14.59,27.39,42.85,71.54,2.72,15.27,27.78,40.87,76.23,2.75,15.17,25.98,42.48,79.7,2.59,13.36,27.46,43.41,66.99
195012,-4.96,13.54,26.14,38.63,81.63,-2.63,14.21,24.19,40,73.29,-2.13,13.28,27.06,39.97,72.27,0.08,13.34,25.74,41.15,79.4,-0.59,13.53,25.51,39.69,62.89
195101,-11.26,7.06,22.09,36.76,82.43,-7.86,7.64,21.48,37.53,70.66,-7.47,7.84,21.88,37.07,70.44,-5.26,7.64,22.9,38.74,72.81,-5.62,9.41,21.01,37.11,61.17
195102,-7.29,11.14,26.89,46.26,99.53,-9.43,9.77,26.07,47.23,84.58,-5.62,11.36,26.68,45.15,84.66,-4.54,10.1,26.34,43.21,83.37,-5.97,10.33,26.64,45.14,73.46
195103,-1.34,15.95,32.49,53.09,104.6,-2.21,16.37,32.57,52.73,98.01,0.22,17.64,33.04,52.96,100.2,-0.57,15.58,35.33,54.2,98.05,-1.96,14.58,35.35,54.01,81.05
195104,-2.01,17.45,34.24,54.71,113.99,-3.25,18.69,33.5,54.52,97.49,3.32,18.91,36.38,55.18,103.06,2.36,17.25,35.48,55.91,97.2,0.57,17.78,36.8,54.8,81.53
195105,-8.26,11.66,24.89,39.58,85.32,-5.17,12.77,24.77,39.72,69.82,-0.88,11.65,25,40.51,79.78,-0.48,12.51,24.11,41.67,75.06,-1.48,11.22,25.45,41.48,62.9
195106,-8.35,12.16,25.69,42.32,80.78,-2.69,13.2,26.34,40.04,77.58,-1.31,11.96,26.48,41.74,82.67,-1.16,11.14,27.35,41.48,77.09,-2.08,11.99,26.34,41.89,66.77
195107,-3.09,18.38,31.14,49.61,94.69,4.29,19.25,31.15,47.58,90.9,5.35,19.31,32.84,48.65,90.8,4.59,18.52,31.01,46.92,86.6,3.82,18.12,32.34,50.17,71.6
195108,-7.22,12.26,21.72,30.89,78.23,-2.13,12.45,21.68,31.69,56.33,1.24,12.05,21.65,30.42,61.61,0.17,12.6,21.23,32.92,57.73,1.39,11.95,21.43,32.51,59.57
195109,-6.31,12.49,21.76,33,60.06,-1.42,12.36,20.77,34.15,68.25,1.07,12.91,22.04,32.99,70.28,1.23,12.52,21.91,34.15,64.66,1.3,12.75,22.7,35.59,67.84
195110,-6.8,12.22,21.32,32.2,65.77,-5.21,10.69,20.52,33.83,78.37,0.02,11.8,20.67,32.73,68.89,0.35,11.98,20.67,34.24,61.42,0.01,11.78,19.78,34.54,63.63
195111,-3.67,13.61,24.77,37.58,66.64,-2.58,13.12,24.55,37.9,68.21,2.34,14.59,24.79,38.16,74.46,2.15,14.41,24.56,38.46,64.99,2.37,13.52,25.22,39.04,69.03
195112,-5.43,9.54,18.96,27.86,55.59,-3.53,9.69,18.47,28.82,57.73,-1.06,10.2,19.11,28.59,56.92,-1.2,9.92,18.86,27.49,48.65,-0.6,9.94,17.98,28.94,52.32
195201,-15.13,2.81,11.89,20.59,43.07,-11.18,3.85,11.96,21.47,43.93,-10.81,3.36,12.09,20.69,44.11,-7.44,3.39,12.38,20.3,39.56,-6.59,3.28,11.54,21.26,44.98
195202,-20.47,-3.49,4.61,16.59,39.92,-18.86,-2.33,6.21,16.49,38.89,-15.63,-2.89,5.14,15.51,38.98,-14.86,-2.64,6.15,16.37,33.42,-14.91,-3.25,5.85,14.73,36.34
195203,-18.63,-2.85,5.84,15.04,35.61,-19.84,-2.74,6.43,15.14,34.71,-16.29,-3.13,6.27,15.53,39.18,-14.05,-2.32,5.91,15.72,36.83,-11.6,-2.67,6.76,16.57,40.01
195204,-16.52,-1.24,7.82,15.64,41.47,-16.65,-0.47,7.85,16.86,36.87,-13.5,-0.57,7.04,17.05,40.66,-14.61,-1,8,16.56,34.4,-9.03,-0.9,8.08,17.49,38.57
195205,-16.44,-1.38,6.59,14.84,36.28,-15.53,-1.11,6.81,15.07,36.6,-14.58,-0.95,6.89,15.52,35.49,-15.43,-1.52,6.91,15.7,31.89,-9.61,-1.63,7.55,15.19,36.49
195206,-18.35,-2.73,4.93,12.64,31.29,-17.35,-3.18,5.45,12.94,30.76,-15.55,-2.19,5.51,13.07,32.03,-15.68,-2.95,5.73,13.88,28.52,-12.86,-2.12,5.18,13.28,31.29
195207,-11.9,3.53,11.1,21.6,47.02,-9.06,4.18,12.52,21.61,38.99,-10.69,3.62,12.09,22.01,42.63,-9.65,3.58,13.11,21.23,40.76,-7,3.73,12.55,22.09,40.01
195208,-15.46,0.98,8.21,18.51,38.9,-11.89,1.48,9.13,18.53,35.72,-12.04,1.09,9.18,18.21,37.98,-14.17,1.68,9.3,17.69,37.37,-10.71,1.38,9.15,17.98,33.3
195209,-19.01,-2.68,5.05,14.64,31.54,-15.72,-2.6,6.03,14.13,31.01,-14.65,-1.98,6.16,14.2,31.93,-18.46,-2.66,5.97,15.23,33.73,-15.75,-1.77,6.25,14.32,31.16
195210,-20.5,-5.1,3.17,12.21,33.68,-17.93,-5.06,3.05,11.81,28.45,-17.57,-5.26,3.82,12.23,29.18,-19.39,-4.18,3.96,13.65,29.13,-17.29,-4.18,3.69,12.48,28.1
195211,-21.12,-4.03,4.83,14.65,32.36,-18.57,-4.27,4.63,14.26,29,-17.12,-3.2,4.76,14.15,32.39,-22.71,-3.61,5.73,14.02,31.34,-14.95,-3.96,4.99,14.53,29.77
195212,-23.43,-6.36,3.4,11.57,31.18,-20.76,-5.52,3.61,12.78,28.33,-18.95,-5.97,2.91,12.59,30.51,-22.55,-5.79,2.67,12.21,28.88,-17.87,-6.03,4.05,12.92,26.18
195301,-19.93,-2.71,7.25,16.77,36.17,-17.12,-2.71,6.39,15.38,36.25,-14.96,-2.8,7.48,16.85,36.25,-18.71,-1.65,6.84,16.63,33.51,-13.49,-3.17,7.15,16.72,31.43
195302,-20.06,-3.06,6.38,16.9,36.78,-17.43,-2.43,7.78,16.81,38.09,-14.54,-2.19,7.14,16.76,40.09,-17.61,-1.81,7.5,18.28,34,-14.14,-1.51,7.93,17.04,32.39
195303,-14.08,2.37,11.72,21.67,44.59,-12.92,3.28,11.89,21.14,38.87,-10.76,3.28,11.9,21.42,44.71,-12.11,3.13,11.9,20.92,40.8,-10,3.17,12.93,21.88,35.16
195304,-15.19,1.3,9.62,19.72,41.98,-13.55,1.12,10.13,18.71,36.75,-13.2,0.78,10.79,18.94,44.68,-12.97,0.53,10.08,19.21,34.92,-12,0.24,10.16,19.57,32.11
195305,-11.07,5.2,13.11,22,43.44,-7.99,5,13.54,22.51,40.97,-9.56,5.35,13.63,22.58,44.76,-6.31,4.96,13.81,22.42,39.53,-6.66,5.59,13.82,21.8,37.13
195306,-15.71,0.07,9.03,16.87,37.23,-14.47,0.61,8.65,16.56,35,-15.76,1.38,8.88,16.39,36.1,-11.11,0.98,9.18,16.28,34.13,-11.89,1.58,9.11,16.68,29.97
195307,-18.38,-1.81,5.67,15.05,35.47,-16.38,-1.38,6.75,14.51,32.02,-16.87,-2.3,6.49,14.06,34.43,-14.53,-2.11,6.29,14.31,30.2,-15.13,-2.86,6.67,14.46,29.77
195308,-20.48,-5.64,2.21,9.89,31.4,-20.73,-5.3,2.16,9.17,24.77,-20.12,-5.11,2.48,8.73,26.94,-17.97,-5.81,2.16,9.55,25.7,-18.52,-5.89,1.78,8.95,23.66
195309,-19.52,-4.47,3.48,10.69,35.61,-18.65,-3.41,3.3,11.02,26.84,-18.26,-2.66,3.3,10.01,30.52,-16.5,-3.04,3.53,10.64,25.96,-17.39,-3.32,4.1,10.09,24.74
195310,-22.66,-7.19,0.04,6.66,27.77,-22.27,-7.18,-0.43,7.57,22.11,-21.12,-7.86,0,6.04,23.83,-18.77,-7.23,0.8,7.09,22.33,-20.32,-7.75,0.56,6.56,20.43
195311,-24.97,-7.4,1.04,7.95,29.12,-22.41,-7.58,0.37,7.76,23.89,-21.4,-7.09,0.8,7.54,25.71,-19.8,-8.81,0.38,7.95,22.97,-19.24,-7.4,0.53,7.69,21.42
195312,-27.6,-10.1,-1.3,7.05,30.1,-23.93,-8.92,-1.29,6.65,22.75,-23.86,-10.11,-1.12,6.06,24.92,-21.07,-8.94,-0.61,6.34,21.74,-22.56,-9.5,-0.89,6.24,18.77
195401,-28.15,-11.02,-1,6.89,27.31,-24.5,-10.34,-1.52,7.56,32.06,-25.69,-10.18,-1.04,6.52,25.57,-20.73,-9.51,-0.31,6.77,23.17,-23.69,-9.84,-0.86,6.39,18.92
195402,-35.56,-14.99,-4.24,4.92,27.72,-31.51,-14.33,-4.49,5.24,29.63,-29.99,-13.43,-4.27,5.36,23.52,-27.75,-14.31,-3.57,5.45,20.6,-27.1,-13.47,-3.77,5.88,19.7
195403,-28.92,-8.2,0.72,8.88,31.25,-22.5,-7.31,0.8,8.09,27.36,-23.69,-7.18,0.53,9.57,28.33,-22.88,-6.92,1.07,9.28,22.57,-20.56,-6.99,1.7,9.53,23.53
195404,-26.39,-5.89,2.81,10.73,28.94,-20.85,-5.42,3.21,10.73,31.86,-22.31,-5.3,3.75,11.17,32.62,-20.75,-4.43,3.15,11.66,26.7,-18.33,-4.87,3.85,11.63,27.11
195405,-23.33,-1.72,6.55,17.4,36.93,-17.86,-1.26,7.5,17.68,41.48,-17.59,-1.42,7.78,16.92,38.36,-18.45,-1.13,8.06,17.19,40.68,-12.63,0.36,8.68,17.78,39.1
195406,-24.3,-1.85,9.24,18.9,44.61,-20.87,-2.02,9.53,20.65,43.72,-19.46,-1.78,9.97,20.48,45.33,-18.42,-1.54,9.78,20.62,45.35,-15.99,-0.88,9.96,19.87,42.8
195407,-16.59,5.81,16.01,28.51,51.94,-13.53,5.51,16.44,29.18,56.13,-12.95,5.91,16.28,28,55.34,-8.97,7.38,16.99,28.97,53.72,-10.65,6.74,18.35,29.01,52.18
195408,-16.74,3.91,17.29,27.41,48.21,-16.12,4.67,16.46,27.14,49.15,-12.31,3.96,16.23,27.89,57.42,-13.24,5.47,17.36,27.73,55.49,-14.38,5.23,17.6,28.03,58.05
195409,-4.09,15.42,31.2,42.59,69.01,-3.08,16.63,29.22,43.91,73.37,-3.27,17.58,28.95,44.77,81.83,-0.4,18.96,29.74,43.46,76.02,-1.75,18.19,30.33,42.99,80.78
195410,-1.79,18.06,28.29,42.83,74.22,-0.37,19.2,29.97,42.55,70.57,-0.56,17.63,29.32,42.41,77.9,-0.22,19.72,29.04,41.16,74.52,-0.14,18.9,29.51,42.08,75.93
195411,0.28,18.7,28.93,44.47,75.09,0.1,18.62,29.2,44.13,74.74,2.94,18.86,28.72,42.93,81.63,1.98,19.62,28.74,41.79,77.7,2.72,18.41,29.29,42.95,76.15
195412,-2.9,14.89,26.7,38.64,67.78,-1.95,14.66,25.29,39.64,71.2,-1.07,15.12,25.31,37.88,72.55,-0.01,14.76,25.19,39.93,76.27,1.95,15.26,24.69,38.34,69.85
195501,5.45,25.86,38.21,53.57,90.43,8.32,24.53,37.66,55.49,94.54,9.37,25.47,38.52,54.79,96.15,7.71,24.43,38.42,57.93,94.83,12.11,24.95,38.34,55.94,92.19
195502,6.76,27.59,39,56.2,100.37,11.32,26.96,40.05,56.04,100.22,11.67,26.78,40.91,55.57,98.46,11.56,26.58,38.77,56.69,96.08,13.77,26.74,40.28,55.74,96.25
195503,9.07,26.02,37.59,56.87,95.19,10.21,26.06,37.85,55.02,108.55,11.14,27.37,38.9,55.84,100.56,11.26,26.48,38.5,56.51,99.41,13.53,24.87,38.8,56.68,100.77
195504,8.25,26.99,40,58.98,99.63,10.31,27.3,41.02,58.29,113.66,11.05,28.4,40.44,58.13,103.38,11.22,27.82,41.35,59.64,104.17,14.31,26.7,41.45,57.98,104.43
195505,6.55,26.5,38.23,56.64,96.2,7.59,24.77,39.28,54.36,109.98,9.37,25.67,36.78,55.9,102.82,8.54,25.58,38.28,55.95,105.18,12.8,25.11,37.11,53.62,102.91
195506,7.47,24.59,34.83,51.1,90.65,7.25,24.27,35.32,52.83,111.14,6.94,24.27,35.39,52,96.42,7.82,23.17,35.63,51.32,96.03,11.65,22.63,35.04,52.68,92.94
195507,6.48,24.05,35.11,51.51,90.19,5.79,22.9,34.79,51.82,100.2,7.1,23.38,34.63,51.07,102.18,8.44,22.34,34.19,50.32,93.86,11.66,21.87,35.95,50.27,89.06
195508,0.31,18.59,31.73,47.08,77.73,3.11,18.25,30.73,48.03,109.83,3.17,18.49,31.57,46.85,85.97,4.15,17.59,30.23,47.13,80.57,8.18,18.34,31.28,47.05,86.5
195509,4.82,21.32,31.69,50.56,90.65,4.18,20.74,32.62,50.65,107.81,5.39,20.32,34.1,50.75,83.69,5.55,20.88,32.03,50.29,84.21,8.89,20.7,33.66,49.51,92.83
195510,1.25,16.57,26.39,43.82,82.78,1.92,16.38,27.83,41.42,97.27,2.42,16.4,27.9,41.8,80.58,1.7,16.82,27.64,42.14,81.76,5.58,16.55,28.11,43.57,84.02
195511,0.58,16.59,27.58,40.67,84.23,0.1,16.5,27.05,41.32,98.56,3.15,16.94,27.22,42.12,79.58,3.1,16.67,27.74,41.97,83.02,5.36,16.72,26.91,41.38,81.62
195512,-8.46,6.36,16.01,26.89,62.1,-11.18,7.39,16.62,27.45,69.58,-7.57,7.63,16.3,27.84,63.04,-5.43,6.89,16.2,26.67,58.64,-3.74,7.24,15.74,27.75,58.87
195601,-14.36,4.03,13.5,24.43,55.74,-10.97,4.23,13.36,24.31,68.38,-9.17,4.54,13.81,25.33,50.19,-7.78,3.82,13.23,24.11,58.35,-6.08,5.19,13.38,24.58,49.51
195602,-11.94,4.81,14.35,26.53,62.7,-9.58,5.27,14.04,24.01,59.54,-7.54,5.12,13.69,25.49,53.17,-6.52,5.2,13.56,25.78,59.64,-4.77,5.34,13.74,25.22,50.4
195603,-15.5,-1.15,7.28,17.43,48.98,-14.74,-0.5,7.39,17.59,51.3,-13.95,-0.38,7.52,17.54,43.08,-13.57,-0.02,7.91,17.97,45.65,-10.31,-0.1,8.04,17.64,37.37
195604,-12.53,2.94,10.55,22.14,52.25,-12.68,3.05,10.69,21.34,56.66,-10.03,2.59,10.65,21.64,48.37,-8.26,3.37,11.74,22.33,48.89,-7.21,3.6,11.24,22.11,40.68
195605,-11.69,3.85,13.35,27.17,59.15,-10.65,4.22,13.32,26.55,60.75,-10.5,4,14.22,26.23,61.83,-8.09,4.08,13.37,26.14,59.97,-3.78,4.64,14.59,26.41,48.93
195606,-13.13,2.39,13.36,25.96,62.9,-11.56,2.84,12.74,26.73,64.95,-10.47,2.53,13.27,26.55,56.28,-10.54,2.64,13.19,26.46,60.22,-6.3,2.36,13.99,26.75,53.71
195607,-16.93,-3.17,6.43,16.96,43.6,-18.15,-2.39,5.36,16.3,50.77,-14.7,-2.62,5.36,16.53,41.18,-16.42,-2.4,6.52,15.06,45.52,-13.43,-2.88,6.34,16.58,37.41
195608,-17.8,-2.25,6.91,18.5,43.06,-17.51,-3.04,5.69,18.15,54.18,-14.32,-1.97,7.46,19.35,43.38,-14.58,-2.14,6.66,18.37,52.66,-12.75,-1.98,6.69,18.57,43.41
195609,-18.74,-0.06,8.6,22.95,49.32,-12.85,-0.07,10.72,23.93,59.29,-12.89,0.29,10.47,23.7,51.65,-13.76,0.66,11.32,22.93,56.71,-10.84,1,10.92,24.34,49.53
195610,-18.59,-0.37,8.76,21.69,43.9,-13.83,-0.36,10.18,23.28,55.6,-14.69,0.65,9.45,22.19,48.27,-12.26,2.08,9.11,21.6,53.76,-10.77,0.53,10.15,23.64,46.55
195611,-19.3,-1.07,7.46,20.48,41.86,-15.07,-0.44,8.23,20.18,47.71,-15.47,-1.09,7.81,19.12,42.81,-13.6,-1.35,7.69,19.41,48.32,-9.75,-0.57,7.51,19.33,42.45
