Date,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
195912,9.49,12.11,10.62,11.98,11.55,29.97,30.45,29.42,30.83,30.8,67.82,66.05,63.06,65.54,68.1,162.05,156.14,155.11,156.41,155.64,1125.13,647.51,881.49,1839.03,1112.19
196001,9.98,11.09,11.65,12.54,12.3,32.45,31.87,30.83,30.48,32.4,70.35,73.79,62.85,67.1,70.59,164.94,159.4,164.61,157.07,160.01,1116.08,657.91,1368.38,1463.95,924.99
196002,9.67,10.55,11.83,11.95,13.73,30.95,31.38,28.17,29.49,31.54,65,67.11,67.67,60.49,66.81,160.13,156.29,143.58,152.81,149.73,734.7,795.07,1112.34,1005.95,1383.98
196003,9.39,10.82,11.05,11.79,13.09,30.71,31.39,30.22,30.13,30.07,63.13,67.21,67.39,62.67,66.87,160.31,151.49,157.38,146.67,149.59,501.66,872.38,1185.79,1385.28,1040.87
196004,9.27,9.71,11.02,11.63,12.91,29.29,29.99,30.17,26.99,29.89,62.53,64.24,65.94,61.16,63.66,150.78,149.83,150.14,153.92,142.45,718.45,811.37,676.03,1928.05,864.12
196005,8.32,10.04,11.78,10.98,12.68,28.35,28.73,28.23,27.15,29.89,64.53,63.02,59.43,59.58,61.98,157.76,147.22,143.09,151.32,141.33,587.1,1052.03,1063.3,1209.49,1036.04
196006,8.5,9.48,10.93,12.48,13.17,29.48,27.81,30.27,29.72,30.36,62.36,63.57,62.1,65.8,60.75,156.13,141.69,151.45,152.58,150.41,693.08,1570.5,947.05,989.6,963.67
196007,8.66,9.92,12.14,11.9,13.67,29.86,26.4,31.05,29.1,29.94,64.05,64.57,63.32,64.97,61.74,152.39,147.88,151.64,158.4,151.81,492.85,1506.08,660.46,1048.11,1129.91
196008,7.76,10.82,11.79,12.07,12.27,27.23,28.92,28.59,29.3,28.93,61.97,61.07,65.38,61.85,62.53,153.71,146.61,144.66,155.2,151.14,512.92,1396.08,781.51,584.3,1366.66
196009,8.72,12.16,11.63,11.61,12.53,28.42,28.9,29.99,30.89,29.71,65.91,63.47,67.48,62.8,64.31,148.1,161.84,139.34,151.18,160.07,1053.68,1421.97,658.07,833.66,1280.71
196010,8.33,10.32,11.13,11.42,11.35,26.45,26.45,27.51,27.31,29.87,60.1,60.45,60.5,61.27,61.46,143.13,139.3,136.91,147.12,147.49,1159.45,1265.19,703.55,745.63,1159.12
196011,8.51,9.63,11.31,11.02,9.5,26.1,25.56,26.95,26.72,27.46,56.95,57.33,61.13,61.13,59.3,140.07,141.91,135.14,135.36,152.86,1097.85,1238.91,774.34,696.09,1263.62
196012,8.79,9.89,10.82,10.81,11.1,26.03,27.95,26.99,28.94,29,58.22,61.55,63.6,61.28,64.8,146.32,148.53,149.35,147.04,151.52,556.9,1436.57,918.61,819.07,1184.11
196101,9.09,10.92,11.54,11.72,10.77,26.86,29.15,28.65,30.98,32.35,61.6,65.56,66.36,67.24,68.56,148.54,163.18,153.08,156.53,163.56,1016.75,1626.46,842.62,857.48,1239.75
196102,9.78,13.59,12.06,11.12,13.65,29.13,31.65,31.08,33.12,34.74,61.4,73.53,71.94,74.52,72.7,162.01,161.16,166.99,163.04,180.92,553.52,1927.76,658.85,984.33,1300.56
196103,10.73,13.38,12.75,10.5,15.4,32.45,34.83,32.83,35.22,36.68,69.07,73.29,78.84,77.32,75.89,168.77,175.47,175,182.92,182.26,1040.85,1567.23,1050.47,929.94,1382.4
196104,11.8,13.87,12.79,14.01,13.9,34.69,35.13,36.01,36.81,38.18,75.93,78.77,80.96,78.97,78.85,167.26,188.64,181.3,184.44,194.51,1213.91,1784.15,845.93,1377.87,1111.88
196105,11.87,13.64,13.59,14.11,12.8,35.45,36.4,38.14,37.9,36.85,79.44,81.28,79.6,80.6,77.97,180.23,175.45,191.69,185.28,188.84,1131.02,1593.09,910.04,1431.58,1144.46
196106,12.12,14.41,14.87,13.23,13.43,37.34,38.38,37.68,37.75,38.29,79.6,84.54,81.58,83.61,84.27,184.43,181.91,183.46,201.11,195.05,1029.09,1454.75,1051.15,1521.46,1086.4
196107,12.26,13.17,13.61,13.42,12.61,37.13,35.58,34.77,36.03,35.75,82.66,78.07,76.31,81.57,77.87,179.38,184.33,179.56,173.89,197.9,1341.81,1117.51,1052.23,1657.65,912.81
196108,12.43,12.86,12.71,15.52,12.64,36.91,35.17,36.92,35.9,37.1,77.78,83.69,79.62,81.76,80.63,181.7,191.08,188.25,179.06,197.71,1287.59,1628.82,742.5,1855.7,823.31
196109,11.41,13.96,14.57,14.61,13.46,37.41,37.45,35.85,35.55,36.59,80.44,82.4,81.69,81.3,81.39,190.68,197.18,190.96,187.82,208.01,1161.81,1251.26,1260.42,1719.85,981.88
196110,11.4,13.14,11.85,14.71,13.92,34.56,35.61,34.75,34.24,36.35,77.26,77.72,80.48,78.18,76.9,171.08,181.47,194.77,184.97,195.12,1244.3,1450.18,960.72,1415.5,1240.33
196111,12.32,12.77,14.68,12.62,13.4,35.37,35.93,35.45,35.16,34.04,75.68,85.17,78.38,81.01,75.91,196.46,179,190.3,196.49,192.29,1245.24,1235.7,1447.52,1441.62,1145.48
196112,13.25,12.39,14.94,12.24,14.63,36.49,36.45,38.75,34.29,39.46,81.26,83.32,80.54,85.76,83.29,188.62,202.64,190.86,198.3,201.16,1158.69,1063.92,2089.79,1438.72,1153.91
196201,12.72,13.33,14.58,14.39,13.84,37.63,39.16,39.07,37.45,38.34,80.73,83.49,82.05,87.62,84.16,208.61,179.04,190,201.39,213.94,922.56,1260.69,2242.73,1433.54,913.6
196202,12.69,15.25,14.34,14.54,14.43,35.62,38.15,39.98,38.09,40.23,80.76,79.85,82.7,82.68,82.83,190.37,195.96,187.68,193.42,207.44,867.16,1081.38,1196.06,1900.1,1153.67
196203,13.13,13.84,15.8,14.84,14.04,35.73,39.19,39.21,38.8,40.07,80.32,76.36,86.54,84.82,84.1,192.34,189.28,191.6,202.93,211.13,964.09,981.35,1065.8,2275.7,1182.17
196204,13.16,12.86,16.45,14.37,14.41,36.55,37.46,36.05,39.84,40.76,76.22,81.13,85.23,81.24,81.04,175.83,195.58,202.77,208.34,192.91,913.44,1114.06,1289.38,1445.56,1588.44
196205,12.79,12.17,13.26,13.95,13.5,35.1,35.02,34.78,34.68,35.91,76.33,73.38,75.34,73.57,82.13,155.86,176.67,187.97,189.3,193.14,942.29,915.8,1481.87,1459.61,1204.61
196206,11.61,11.29,11.34,13.25,11.7,31.67,31.19,31.96,30.43,31.1,66.4,67.54,66.3,66.39,68.67,146.09,168.2,160.25,170.61,169.6,814.2,774.37,837.13,1422.78,1409.33
196207,9.68,11.34,10.76,11.25,11.36,27.49,28.46,28.77,28.71,27.67,57.92,62.55,62.61,56.71,62.1,135.91,151.5,155.81,146.21,152.07,784.74,830.34,815.29,1019.03,1545.79
196208,11.42,11.11,11.64,11.84,12.8,29.98,30.17,30.66,31.35,31.55,62.46,65.44,68.09,65.93,63.33,150.4,160.08,161.4,170.16,149.48,735.43,1169.06,1136.14,928.34,1495.34
196209,12.1,11.1,10.93,13.45,12.95,31.98,32.21,30.79,31.5,31.74,65.05,67.35,69.43,67.62,64.49,154.9,163.04,170.44,165.24,156.11,780.42,1089.25,633.35,1579.62,1394.18
196210,11.38,9.79,11.19,11.54,12.09,30.05,28.59,28.85,27.99,29.93,61.05,63.46,61.34,59.93,61.49,149.74,157.94,151.4,143.6,157.16,685.69,949.08,733.37,1126.08,1779.25
196211,10.23,10.33,10.76,9.82,11.99,27.93,28.85,27.35,28.3,28.3,58.01,59.87,57.72,62.23,60.74,149.98,146.97,150.93,145.46,150.39,871.49,739.5,788.39,1234.88,1708.75
196212,11.77,11.68,12.61,12.13,12.92,32.9,32.89,30.45,33.77,31.39,65.57,64.31,70.41,69.4,68.77,159.2,168.08,166.65,176.77,160.26,1051.16,741.98,919.65,1322.91,1654.58
196301,11.21,11.76,12.14,13.06,12.14,32.12,31.92,30.84,32.62,30.71,64.81,65.69,69.16,71.17,63.41,158.73,168.92,165.71,179.26,163.87,1116.79,787.52,1478.39,782.85,1781.37
196302,11.92,12.95,13.94,15.07,13.76,33.83,33.53,34.15,37,33.79,65.31,71.47,72.84,76,72.79,159.94,175.51,187.3,181.07,173.55,708.68,1102.62,935.41,1228.8,1635.93
196303,11.96,13.64,12.12,14.9,13.64,34.49,31.76,34.86,34.49,33.57,65.14,68.34,69.15,74.37,72.75,164.21,170.97,181.32,174.87,170.34,692.55,1058.47,1326.7,903.03,1726.77
196304,11.91,13.07,13.71,14.26,12.94,34.7,33.8,32.95,34.23,34.25,67.98,70.8,69.93,73.64,70.82,169.41,186.49,168.15,177.16,177.83,1204.39,843.52,1427.4,922.47,1820.38
196305,11.93,12.87,15.64,14.75,13.49,36.52,35.78,33.83,35.52,35.38,70.97,72.57,73.76,71.82,75.45,185.07,182.98,174.83,187.57,185.78,808.03,1350.1,1376.99,935.95,1781.96
196306,12.41,15.15,16.42,13.98,13.57,36.15,38.01,37.23,35.02,37.68,72.11,72.97,77.86,78.6,77.93,181.91,178.33,189.72,205.02,178.61,785.13,784.48,1762.08,979.25,1830.53
196307,12.7,15.32,15.36,13.04,14.05,36.51,36.49,35.11,36.17,36.9,71.63,74.05,75.47,74.68,75.94,169,188.96,183.57,184.43,185.07,655.96,1330.27,1188.84,1440.77,1412.11
196308,7.59,10.47,9.87,10.4,11.7,34.09,36.89,35.07,35.76,34.98,70.28,73.51,72.62,71.58,72.13,182.08,178.13,187.32,180.7,178.59,652.59,1787.73,914.47,1581.62,1141.88
196309,7.46,10.97,11.45,11.31,11.62,37.33,35.56,37.15,37.75,36.64,74.84,73.53,77.53,75.39,75.08,189.91,186.35,197.32,182.33,193.86,741.92,1924.16,1188.11,982.83,1603.53
196310,7.8,9.97,11.33,12.27,11.25,36.21,37.02,35.44,36.68,36.42,72.82,75.84,72.57,76.49,71.55,172.35,181.01,182.34,198.16,182.78,606.48,1502.28,1542.2,1350.3,1102.78
196311,7.79,10.44,10.51,11.3,10.84,36.39,37.77,36.56,37.3,36.89,77.1,76.08,74.61,75.94,70.9,182.01,179.45,188.56,191.07,187.69,675.95,1906.53,1192.78,1640.82,828.43
196312,7.66,9.71,11.29,10.88,10.41,36.32,37.01,35.77,35.53,37.22,74.61,71.79,74.47,75.41,70.37,185,177.23,191.35,185.63,189.65,490.15,950.3,1287.73,1839.42,1333.39
196401,7.1,10.01,10.16,10.38,10.03,36.53,35.59,36.27,34.94,36.51,75.74,70.54,76.97,72.5,70.04,181.35,195.6,182.84,190.31,191.3,853.16,1002.27,1394.78,2019.71,1166.07
196402,7.32,11.46,11.15,11.59,10.88,36.1,37.63,35.56,38.67,37.66,76.94,74.21,75.98,74.85,70.05,183.39,183.64,210.89,180.03,195.23,481.1,917.76,912.91,2120.89,1562.97
196403,7.78,9.89,11.11,11.76,10.71,36.2,38.22,36.87,38.45,39.09,77.31,77.17,75.49,78.22,72.09,182.38,189.9,211.78,193.99,200.89,587.92,835.55,885.96,2088.99,1807.03
196404,7.93,10.44,11.01,11.71,11.21,38.56,38.74,38.9,39.5,40.39,78.34,80.72,79.97,81.14,75.46,189.62,203.7,206.18,199.59,207.14,831.52,856.81,955.08,2285.36,1579.68
196405,7.6,9.93,11.78,12.31,10.52,38.23,39.21,38.73,38.86,40.7,78.14,80.91,78.93,81.39,75.7,185.22,198.59,203.95,212.8,197.52,1044.64,774.95,1232.78,2946.23,966.47
196406,7.99,9.86,11.07,11.65,10.79,37.76,41.18,39.3,38.53,41.31,79.75,83.21,78.64,81.96,76.51,183.04,205.76,207.16,203.26,205.2,644.93,885.19,1002.7,2573.03,1328.38
196407,7.87,10.4,9.98,12.02,11.29,38.49,40.56,37.84,38.79,42.45,77.91,87.65,81.84,80.06,77.31,188.28,205.35,203.41,201.46,211.32,588.72,1013.45,866.22,2042.77,2135.68
196408,8.54,9.01,12.31,12.25,12.34,39.88,39.35,41.16,40.11,44.42,80.65,84.24,90.36,82,79.89,194.36,200.52,207.79,213.88,214.77,790.13,1031.52,1075.25,2565.09,1487.43
196409,8.31,10.29,10.77,11.11,12.24,38.51,39.9,39.73,38.59,43.65,81.08,79.21,84.81,82.92,78.59,191.03,188.83,223.49,203.07,212.17,677.15,945.55,1172.54,2167.14,1959.56
196410,8.64,10.69,11.98,11.62,12.77,40.83,41.51,40.87,40.65,44.08,82.92,87.79,84.16,85.78,80.53,195.72,205.17,224.4,215.93,220.62,822.65,900.66,1774.3,1909.85,1726.64
196411,8.96,10.79,11.54,11.63,13.04,40.95,41.71,43.89,41.5,41.44,86.23,85.37,87.97,88.48,81.33,204.43,202.72,216.83,218.74,231.71,893.63,1661.33,1211.46,2249.78,961.27
196412,8.62,10.9,11.32,11.06,13.27,38.96,40.7,43.02,41.96,40.66,80.2,88.43,85.63,90.97,80.24,200.32,203.05,212.58,234.71,221.71,915.15,2021.62,1093.82,1948.55,1556.22
196501,8.35,11.16,11.32,11.97,11.36,39.19,41.57,41.96,40.71,38.04,84.47,85.78,83.63,87.12,83.1,205,204.52,208.6,214.37,227.46,1869.6,1308.76,1120.14,2094.13,1567.07
196502,8.98,12.23,11.37,12.06,13.58,42.69,43.24,43.3,41.84,42.17,82.72,92.92,88.34,91.65,89.76,202.19,233.49,222.96,222.43,238.82,1399.41,1920.79,1145.03,1988.54,1500.15
196503,9.1,12.16,12.06,13.26,13.31,43.33,44.8,45.43,41.73,43.91,91.03,90.85,95.75,88.78,93.8,216.45,222.39,242.01,228.41,238.83,2102.37,1270.03,1423.88,1916.43,1043.13
196504,9.48,12,14.67,12.38,12.94,45.95,44.5,43.74,44.63,43.41,90.88,92.35,95.01,91.79,94.57,237.26,223.37,234.45,230.35,226.86,2336.51,1409.93,1314.45,1758.32,873.63
196505,9.72,11.68,14.68,12.91,14,45.93,48.69,45.96,44.3,47.12,93.54,97.36,97.37,98.72,93.75,247.81,221.72,251.91,245.5,227.13,2888.86,1142.93,1311.46,1890.13,851.08
196506,9.95,11.9,11.91,12.61,13.91,46.59,47.29,44.62,43.73,45.5,93.72,95.47,98.94,93.61,95.76,218.22,238.11,244.37,241.5,227.15,2591.49,1424.31,1052.83,2004.48,857.32
196507,9.25,10.85,11.16,11.59,11.78,41.7,42.98,41.07,39.32,41.73,83.07,86.23,89.56,84.55,91.17,207.08,224.08,213.16,204.57,219.37,2382.86,1315.56,1153.11,1803.68,732.73
196508,9.7,10.44,11.65,13.75,11.43,42.35,43.14,43.24,42.13,41.34,83.1,89.51,92.13,87.62,90.39,210.1,223.31,223.64,220.14,216.75,1372.6,1986.18,1360.2,1542.98,1184.81
196509,9.54,12.2,12.19,13.47,12.11,45.46,43.63,44.02,42.8,43.24,84.69,90.81,99,90.35,92.89,212.96,230.63,230.39,221.12,223.48,1298.43,1604.84,2081.22,1305.18,1165.87
196510,9.76,12.69,12.89,13.94,12.69,47.1,44.89,46.51,43.49,45.27,91.19,97.06,100.88,92.44,96.49,220.26,232.81,241.3,235.95,231.23,1388.45,2327.46,1053.2,1803.23,1209.75
196511,10.43,13.24,14.37,13.55,14.51,49.12,49.44,46.86,45.28,49.12,96.47,100.44,99.88,101.76,101.51,234.83,246.23,254.53,229.03,247.41,1314.51,1857.45,1918.1,1523.37,1486.52
196512,11.56,12.64,14.18,14.77,14.49,51.02,48.25,48.81,50.17,48.31,99.96,106.6,104.26,101.4,103.56,265.98,252.35,249.82,229.52,245.77,1531.24,1876.13,1324.79,2212.67,1150.94
196601,12.5,13.25,15.91,14.18,14.11,51.6,52.57,51.24,51.22,50.83,105.76,109.64,114.61,108.21,103.99,279.32,256.64,250.58,254.15,246.97,2247.18,1789.44,1389.2,1478.62,1179.83
196602,12.34,15.19,16.02,16.41,15.08,53.24,54.92,52.8,54.78,53.85,111.87,112.79,118.13,111.1,109.96,275.1,263.99,264.32,251.98,260.69,1951.94,1970.04,1859.75,987.21,1231.49
196603,12.98,15.91,15.54,16.95,15.57,55.47,54.17,53.18,55.45,56.12,111.07,113.26,115.62,113.83,109.04,277.01,264.16,268.05,243.04,257.23,1519.05,2241.57,1876.98,847.39,1261.81
196604,13.04,15.49,14.93,16.13,14.96,51.93,54.43,50.37,52.4,54.19,107.51,114.77,105.12,108.94,106.52,275.31,252.23,256.14,258.76,232.19,1462.96,2075.15,1846.62,977.8,1259.2
196605,13.35,16.17,16.7,15.52,15.99,53.29,57.72,52.99,53.59,58.41,116.43,112.41,111.92,111.38,111.33,274.9,267.66,261.73,251.32,256.17,1875.39,1630.29,1999.71,958.39,1369.87
196606,12.05,14.38,14.11,14.54,13.81,49.8,50.87,48.64,49.5,51.88,106.94,107.81,100.2,105.05,100.97,252.03,257.54,247.76,232.86,233.24,1822.99,1562.48,1831.72,976.7,1249.91
196607,11.48,14.38,14.07,13.97,13.84,47.4,50.81,48.22,48.84,52.08,103.26,106.79,98.35,101.57,104.02,249.12,249.41,247.62,221.67,241.35,1744.96,1653.49,1725.96,891.45,1315.79
196608,11.91,14.48,13.49,13.65,13.76,46.54,49.38,47.44,49.84,50.98,105.72,99.29,98.17,102.5,101.51,238.92,251.11,239.31,225.84,228.41,1853.93,1492.66,1740.77,869.71,1285.07
196609,10.53,13.57,11.79,12.09,11.74,42.28,41.08,42.7,44.89,44.43,94.25,89.44,88.63,90.06,90.7,211.43,241.81,203.93,201.02,210.36,1731.67,1415.21,1412.82,830.16,1193.05
196610,10.54,13.26,12.05,12.07,11.17,42.79,40.16,39.97,43.29,43.04,88.01,86.76,90.19,88.3,85.83,209.22,220.46,209.97,207.75,198.49,2092.54,1074.06,1419.46,947.59,1154.8
196611,10.52,12.16,12.88,11.05,10.66,42.03,40.42,42.15,42.84,42.32,88.79,88.05,92.26,88.19,87.96,215.87,224.65,204.21,218.54,206.27,1568.14,2090.4,1075.84,1492.75,889.33
196612,10.43,12.52,12.93,12.41,12.01,42.62,43.36,42.82,45.38,45.16,92.11,91.03,94.97,93.34,94.99,213.49,231.28,219.83,218.48,224.8,1902.32,1201.38,1223.79,1773.71,1284.14
196701,10.21,13.27,12.93,12.38,12.72,44.05,46.15,43.62,43.86,46.91,95.47,94.6,99.76,99.14,95.84,242.11,224.01,245.46,231.47,227.34,1727.33,1369.26,1707.9,1200.56,1490.72
196702,11.56,15.77,15.67,15.91,15.19,52.44,51.86,53.49,52.81,52.9,107.68,109.76,111.55,113.76,111.35,262.04,250.63,265.76,281.1,242.63,2447.54,1395.61,1601.76,1461.98,1550.61
196703,12.3,15.19,17.94,15.98,16.2,54.81,52.06,53.14,55.82,55.26,105.63,113.74,112.58,113.81,115.41,261.12,265.27,240.95,268.5,253.37,2092.73,1782.66,1739.67,1063.47,1678.4
196704,13.01,15.59,17.01,17.77,17.54,55.9,54.69,59.88,55.6,56.59,117.02,112.81,117.32,118.08,117.82,285.31,270.02,288.26,261.3,266.39,2517.72,1204.73,1254.31,1630.81,1914.68
196705,13.09,16.14,18.68,18.52,18.26,58,61.53,56.84,57.63,57.65,121.25,121.25,120.01,121.41,122.88,267.92,298.11,282.28,284.44,277.42,1903.71,1771.15,1133.07,2032.17,1711.69
196706,12.84,17.15,16.61,17.5,17.93,54.28,59.07,56.4,57.28,56.52,116.21,117.52,118.74,119.82,117.76,293.56,278.99,279.44,285.79,265.08,1587.65,1084.63,2250.72,1510.07,1603.45
196707,15.14,16.06,17.59,17.93,19.08,60.8,63.44,57.73,60.32,59.32,124.04,119.95,117.35,119.35,126.6,294.3,310.41,271.6,287.45,275.22,1508.36,2170.03,1543.87,1236.99,1921.97
196708,16.48,19.17,18.53,17.59,20.56,63.93,66.04,64.35,65.22,65.15,130.81,122.4,132.23,132.18,131.53,304.97,310.8,308.83,306.01,282.75,1657.18,2223.73,1485.83,1228.56,2093.52
196709,16.4,18.94,19.38,18.15,19.84,65.75,65.16,64.75,63.61,64.79,127.42,131.13,128.83,132.9,130.71,315.46,313.26,300.08,304.43,281.15,2035.87,1691.3,1617.51,1759.68,968.09
196710,19,19.8,20.1,19.91,20.32,70.7,70.12,67.09,68.39,66.33,134.6,127.24,137.58,134.47,130.48,316.04,318.24,318.63,292.57,298.93,2160.43,1952.97,1165.82,1866.16,1065.27
196711,17.98,20.07,20.99,19.09,18.9,69.82,64.19,68.06,65.23,64.23,130.63,124.1,134.61,126.99,122.2,317.5,292.4,297.21,294.82,266.58,1831.08,1875.18,1176.78,2079.32,962.18
196712,19.93,20.85,20.35,19.77,18.03,67.01,64.79,66.61,65.11,64.83,129.37,131.1,126.79,125.94,128.69,314.12,305.82,285.61,290.33,286.06,1447.2,1803.97,1982.25,2300.96,1138.37
196801,19.38,21.36,22.21,21.52,20.4,73.25,70.84,71.61,72.8,71.15,135.75,138.48,137.31,141.91,135.57,333.55,344.06,306.53,301.67,305.77,1467.63,1794.99,2206.47,2613.81,1127.33
196802,19.83,24.06,22.11,22.46,21.53,72.76,72.26,70.4,72.48,73,136.16,137.5,134.62,143,137.6,319.41,338.2,310.74,311.04,288.19,1480.46,1173.32,2614.46,1378.08,2731.92
196803,20.55,23.21,20.55,21.1,20.1,69.41,65.3,70.08,66.29,69.4,131.21,127,134.17,128.78,125.75,303.16,324.98,281.19,290.84,272.25,1405.36,1525.66,2224.51,2179.84,822.9
196804,19.2,23.87,21.6,19.91,19.79,66.22,68.1,66.39,68.19,67.4,132.7,129.61,131.13,123.15,127.17,308.32,309.18,281.22,288.26,271.57,1620.06,1058.84,2462.39,2237.08,922.98
196805,22.36,25,23.94,23.49,22.71,76.39,75.71,75.16,76.34,76.12,144.49,146.3,148.86,143.17,136.36,339.21,331.6,318.83,316.24,299.19,1478,1806.35,1908.62,2550.88,1199.7
196806,24.12,28.7,25.18,24.55,26.37,81.94,82.97,81.1,78.96,82.15,155.06,154.49,147.23,158.23,147.34,358.55,341.78,332.47,332.64,315.63,1451.12,1849.23,2182.65,2234.36,1326.91
196807,25.8,26.56,26.26,25.42,26.53,82.5,83.02,80.53,81.11,81.74,164.21,148.12,145.03,166.24,149.06,349.24,362.06,353.55,327.19,310.27,1519.28,1839.96,2273.15,2097.19,1295.83
196808,23.86,25.68,26.01,26.74,24.8,78.44,78.19,76.13,75.86,79.47,149.91,150.51,142.16,141.62,148.01,327.76,376.79,325.5,324.97,276.47,1278.87,2167.01,1742.34,2601.11,921.77
196809,26.29,26.31,25.06,27.07,25.64,80.37,79.75,81.08,79.02,80.15,149.32,157.17,150.98,149.28,149.27,333.02,369.85,333.1,316.46,309.42,1222.41,2035.08,1723.6,2875.74,1028.35
196810,25.29,27.75,27.84,27.88,28.66,83.32,87.24,85.26,84.72,85.19,159.78,158.67,160.73,159.09,158.04,357.07,360.07,368.99,335.03,332.36,1278.5,2367.57,1373.18,2878.35,1038.55
196811,26.32,28.02,29.04,28.45,28.56,85.39,86.98,88.24,87.1,86.37,167.55,169.93,161.1,164.68,159.79,342.96,359.96,360.17,380.13,328.79,1535.14,2438.85,2520.14,1226.25,939.91
196812,27.66,29.11,34.14,28.44,29.79,91.86,93.55,94.46,91.31,92.24,178.83,181.35,179.26,168.91,172.71,375.49,396.62,378.04,376.24,374.1,2204.95,2386.04,2250.27,1343.06,1101.36
196901,27.8,32.66,33.92,30.99,31.56,94.26,96.71,95.9,94.67,95.29,179.41,184.38,183.38,179.92,171.18,378.33,399.85,404.38,387.05,345.12,1441.49,2813.21,1982.38,1377.87,1483.68
196902,27.36,33.7,32.42,30.19,31.49,93.37,95.43,94.91,95.16,94.39,175.68,180.63,185.96,175.14,172.02,397.37,408.92,373.24,372.79,366.75,1356.4,3349.74,1750.14,1086.27,1237.63
196903,24.96,28.88,29.77,29.72,27.73,86.42,86.31,85.85,90.79,86.04,164.75,165.48,162.49,169.41,161.07,351.67,363.6,370.72,361.41,336.71,2845.47,1990.67,1735.32,1135.52,1082.44
196904,26.23,28.88,30.18,29.1,27.97,88.34,86.85,85.44,86.29,89.39,169.97,176.17,164.19,159.77,163.02,363.61,376.29,373.09,356.8,349.06,2422.19,2560.71,1928.86,1036.84,1114.76
196905,25.58,28.36,30.29,26.69,27.91,88.01,83.23,88.99,89.4,86.21,169.37,169.35,170.21,162.89,163.77,357.69,350.28,386,395.47,352.87,2695.66,1868.03,1953.96,2034.27,1509.8
196906,24.15,28.19,27.89,29.19,29.5,84.15,81.8,87.06,86.1,85.8,159.62,164.47,164.79,170.09,160.34,325.49,340.18,378.98,393.52,373.5,1254.67,2750.16,1972.43,2035.28,1633.73
196907,21.44,23.23,24.36,28.07,25.39,75.19,74.67,76.04,79.53,77.45,148.8,150.21,149.86,145.77,143.82,287,330.35,339.39,351.41,328.08,1044.79,2464.69,1347.5,2361.92,1810.92
196908,18.71,22.09,20.89,22.14,24.36,67.86,67.66,71.65,69.78,69.1,131.07,140.47,135.2,137.1,131.4,266.59,306.02,312.82,315.85,320.3,819.29,1181.97,1963.46,2340.18,1455.44
196909,19.57,23.12,23.27,24.88,24.59,71.88,68.62,71.94,76.47,73.99,137.96,143.77,151.35,142.25,141.73,282.55,298.64,318.02,366.83,323.62,927.52,1114.39,1689.79,2288.5,1910.71
196910,18.35,21.69,21.27,21.33,26.08,69.72,69.24,69.82,72.86,72.94,139.41,139.95,136.45,141.51,144.13,268.86,290.76,332.36,328.51,328.88,792.57,1045.14,1279.56,2018.44,2517.42
196911,19.77,23.43,24.77,24.29,28.66,74.01,76.07,73.76,78.37,78.24,149.59,148.99,145.52,153.86,151.9,297.42,306.13,344.85,346.68,361.38,918.82,1519.08,1277.23,2367.62,2234.92
196912,19.02,19.98,21.17,24.13,25.04,68.2,70.85,73.97,72.61,75.55,133.3,147.67,144.14,139.24,149.46,276.61,308.82,327.74,333.98,334.76,814.85,1492.53,1666.54,1891.72,2168.65
197001,16.79,18.81,22.06,23.04,24.88,67.82,67.56,70.21,73.73,70.35,138.96,141.2,140.22,147.35,147.07,281.58,307.52,333.36,340.05,321.77,808.43,1537.77,1493.7,1516.66,2328.53
197002,15.98,20.09,23.81,23.13,22.48,64.02,63.74,66.67,69.28,63.78,131.16,128.26,135.7,132.89,134.38,293.15,263.89,311.23,307.07,290.31,743.85,894.03,1556.97,1994.14,1901.33
197003,16.38,19.57,23.21,21.99,22.44,66.68,66.78,66.06,71.31,66.71,138.63,134.62,136.74,137.88,143.52,307.21,311,322.64,304.94,314.36,877.68,1369.64,1434.36,2017.18,2072.71
197004,16.09,19.69,20.01,22.32,22.05,64.38,63.84,65,70.45,69.14,137.07,131.75,135.45,138.89,139.71,291.19,305.35,328.73,321.46,290.16,1051.19,2096.98,1222.34,1500.59,2110.1
197005,13.71,15.22,17.57,17.59,18.65,52.42,53.31,57.93,57.01,58.41,109.89,112.86,119.21,116.74,121.58,286.34,257.52,291.45,278.67,260.28,1077.73,1992.18,1075.57,1711.91,1642.73
197006,11.82,14.9,16.85,17.5,16.53,46.09,49.54,50.1,52.12,53.13,103.78,100.03,107.49,103.03,103.69,256.05,240.6,256.26,243.18,251.98,783.52,1597.32,1309.51,1642.03,1466
197007,10.8,12.74,15.06,16.12,14.34,41.98,43.26,47.13,48.1,47.18,96.76,91.4,98.76,95.65,95.06,231.67,221.47,229.88,243.28,230.24,800.87,945.68,1345.9,2116.51,1006.3
