Date,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
199603,41.7,54.21,60.57,63.64,65.59,302.02,308.71,300.63,303.64,302.77,757.38,772.82,749.25,756.57,753.92,1794.75,1808.71,1939.64,2062.98,2004.26,9200.48,7324.51,8531.88,16318.42,14474.26
199604,45.08,57.7,62.07,63.66,68.08,309.71,312.78,318.39,306.22,316.9,772.94,769.51,785.21,748.91,760.51,1860.38,1885.58,2056.8,2042.3,1968.19,7965.32,8212.65,12705.01,13650.92,14157.94
199605,47.56,59.65,65.17,67.38,68.56,322.43,328.78,326.54,324.25,326.42,812.32,809.81,802.14,800.18,780.53,1802.53,2057.52,1992.55,2145.78,1975.35,7945.94,10123.1,13262.13,14224.11,11979.41
199606,50.49,63.14,64.17,72.03,77.2,335.03,359.45,342.62,340.92,349.6,848.11,805.7,809.56,821.51,828.45,1789.98,2079.17,2104.78,2063.5,2033.68,8929.52,8918.1,14160.21,16432.23,9922.04
199607,47.28,62.71,63.68,65.17,70.51,331.23,333.33,339.61,334.15,327.51,805.03,816.28,813.38,809.52,781.06,1858.88,1985.44,2111.77,2053.47,1976.08,7851.66,10329.99,13206.46,13910.05,14470.96
199608,46.11,57.2,58.55,61.79,60.99,298.38,307.3,307.19,300.08,297.99,726.98,740.28,776.11,762.27,714.46,1847.2,1796.29,1924.98,1897.25,1889.53,9082.37,10053.39,9888.37,13548.36,15541.48
199609,48.32,60.27,65.85,62.3,61.88,305.91,332.5,310.57,316.17,320.59,755.89,775.28,784.43,766.31,788.97,1821.96,1948.69,2032.18,1925.59,1919.53,7252.72,9402.4,9825.39,13092.64,17166.54
199610,47.5,66.08,61.97,64.11,67.77,314.66,341.02,324.11,332.76,328.02,774.23,790.79,782.18,797.86,799.04,1942.77,2056,2145.43,1987.75,1914.42,10128.19,9173.83,12643.59,14095.87,15937.18
199611,45.78,63.19,63.32,66.6,66.47,313.64,325.14,316.07,312.65,331.91,741.22,794.16,799.76,773.55,760.14,1972.35,2073.61,2009.43,2007.45,1927.48,9542.29,11110.08,14183.77,13954.7,13941.18
199612,47.62,63.85,64.08,68.56,66.68,323.61,338.42,328.29,330.45,333.96,757.1,838.48,832.96,803.36,765.11,2013.78,2180.01,2083.2,2103.94,2026.58,8471.85,11825.44,15393.2,14447.97,15853.68
199701,48.17,62.77,67.31,68.48,65.44,331.01,339.12,337.86,344.31,330.52,766.07,828.72,825.04,792.64,777.42,1920.69,2100.86,2104.68,2166.09,2007.07,9141.32,11585.96,14060.49,16536.04,13606.49
199702,49.56,65.8,69.64,77.71,76.56,345.62,348.34,341,344.01,351.98,787.59,808.17,832.98,822.07,808.9,2019.81,2192.08,2119.48,2132.28,2046.83,9319.07,11669.34,15986.06,16354.46,15720.56
199703,48.82,67.62,65.82,78.11,75.67,336.47,345.92,351.61,346.72,338.85,769.42,823.25,804.57,814.41,785.23,1982.79,2097.65,2119.97,2029.26,2083.82,8911.1,10637.32,12227.49,20397.11,15948.83
199704,47.17,68.35,62.93,71.59,70.44,326.6,326.57,336.96,313.98,330.87,751.81,778.08,763.24,786.22,740.79,2034.49,2039.79,2094.97,1932.22,1985.2,6755.05,10354.18,14856.77,15438.9,16899.44
199705,48.58,61.11,65.03,65.42,67.7,314.48,325.42,332.12,324.01,332.86,776.85,753.45,784.49,798.92,742.04,2058.56,2054.7,2048.72,1982.81,2041.42,7283.06,11954.98,11708.25,14997.51,20937.11
199706,53.47,69.95,70.9,74.34,71.47,350.75,357.42,355.42,352.56,377.69,789.11,844.56,839.23,817.25,823.8,2103.41,2196.08,2139.35,2164.79,2186.58,9082.93,11054.09,12761.19,13919.23,22419.11
199707,51.25,76.61,77.92,83.31,82.98,371.53,386.97,393.47,364.46,387.22,843.7,897.96,860.34,854.58,860.63,2223.83,2224.51,2156.15,2107.56,2205.31,8748.5,12578.36,13535.74,18320.93,19389.95
199708,52.51,74.33,84.5,87.23,91.19,388.07,401.68,411.7,385.31,397.31,880.89,910.56,908.31,900.01,898.67,2276.97,2418.26,2307.92,2319.13,2348.4,9078.28,11976.99,18590.52,17905.77,23337.74
199709,55.3,81.59,84.58,91.9,95.87,393.11,418.02,409.45,397.94,421.92,852.53,928.48,928.45,926.77,907.46,2274.49,2400.41,2388.67,2294.14,2287.6,11352.59,9378.75,18425.82,17452.03,20268.54
199710,60.8,89.6,82.29,100.57,97.92,433.05,436.28,445.92,429.19,439.56,946.12,986.18,982.31,969.75,970.83,2422.69,2471.83,2531.5,2414.72,2412.01,10439.35,16414.73,18715.74,21004.34,17505.81
199711,55.31,80.92,85.85,95.5,94.87,413.17,417.7,431.51,405.49,421.6,921.45,943.34,913.72,918,915.4,2397.96,2334.2,2291.8,2341.81,2256.14,9910.36,16918.21,20734.83,18192.5,16415.53
199712,54.07,76.42,81.95,86.97,89.03,412.75,402.85,411.66,418.56,402.6,890.39,939.99,911.33,930.89,902.51,2392.31,2390.04,2402.16,2299.6,2267.33,11779.18,16552.66,21701.08,17397.59,18162.45
199801,53.73,75.9,84.14,85.58,86.39,417.39,421.94,416.89,404.68,412.6,888.36,969.6,931.65,950.29,909.84,2305.9,2513.61,2425.21,2337.34,2341.37,9782.64,12071.51,22243.69,19328.22,19424.53
199802,54.19,77.65,87.41,84.03,91.18,402.07,419.96,408.71,403.09,392.11,905.01,921.22,917.03,943.24,894.43,2334.4,2463.78,2464.84,2418.49,2283.9,14953.89,18776.52,19190.22,20072.03,17247.72
199803,55.93,81.82,86.5,95.14,95.63,418.62,454.09,444.21,431.82,441.6,982.6,984.27,1017.83,1022.69,958.74,2508.37,2626.67,2710.47,2626.31,2425.56,14893.84,20081.21,16336.53,18844.39,25637.42
199804,56.55,93.06,90.72,101.23,102.17,461.45,457.41,463.17,454.22,466.1,1066.04,1035.96,1017.86,1057.69,1041.1,2658.56,2758.02,2865.73,2723.8,2541.42,14296.61,23071.8,15436.59,24385.02,22436.65
199805,55.23,92.73,88.41,96.26,107.36,461.95,472.1,469.88,444.58,459.02,1052.37,1012.4,1032.81,1089.02,1044.48,2602.71,2820.81,2683.12,2771.56,2592.13,19105.08,22094.02,19593.27,21959.14,20768.21
199806,55.89,81.45,84.44,93.25,95.85,437.06,439.71,432.78,449.59,431.93,992.82,978.03,976.93,1004.92,1001.35,2524.54,2670.68,2651.08,2684.22,2456.09,14893.35,21095.61,20510.33,22561.97,19603.36
199807,54.53,80.03,82.67,85.8,85.7,418.64,420.09,433.41,430.22,416.39,949.37,956.19,1000.71,1011.47,992.55,2512.97,2526.86,2628.87,2681.94,2476.06,16495.28,14800.82,25610.97,24840.54,19630.15
199808,52.75,72.55,76.52,79.11,85.11,391.66,398.59,391.83,381.46,393.11,850.89,871.27,921.47,891.81,912.05,2353.4,2335.68,2302.39,2484.63,2353.95,17319.97,14202.91,20194.15,26012.05,22271.72
199809,40.29,60.28,62.9,61.48,64.98,304.05,318.28,305.98,314.18,310.07,697.03,710.27,729.76,733.6,733.06,1824.74,2035.84,1924.16,1980.39,1979.7,10009.94,13309.67,12274.63,15219.1,25270.54
199810,46.66,60.49,61.9,66.72,57.94,320.56,316,316.44,320.72,323.73,719.35,720.9,759.19,740.97,752.39,1862.83,2074.32,2058.72,2024.45,2078.75,8530.06,11606.34,12536.83,19962.48,25076.08
199811,43.78,59.04,64.59,66.83,59.77,332.95,308.69,332.52,321.19,327.93,750.6,756.24,772.68,780.47,799.07,1937.29,2225.1,2121.66,2232.86,2233.64,7043.75,11138.2,15082.79,18117.19,29340.94
199812,46.8,63.09,68.53,70.55,67.1,335.58,330.98,337.78,348.19,339.29,793.35,789.55,825.19,818.2,815.74,1881.79,2175.69,2291.54,2307.79,2360.7,8218.88,11248.1,15858.38,18645.53,30293.79
199901,44.79,65.73,66.91,69.6,68.03,340.62,344.23,347.33,348.44,350.28,808.61,806.34,858.92,862.8,845.05,1907.3,2060.89,2373.74,2449.07,2374.69,7844.28,8336.2,13928.39,18931.05,34444.34
199902,46.19,61.91,73.55,72.6,71.9,321.48,330.89,329.7,333.97,348.22,747.61,805.36,805.96,816.86,840.24,2117.63,2112.7,2212.55,2170.59,2278.6,8706.31,11117.68,17149.7,21757.55,32604.99
199903,44.32,55.77,65.64,67.26,65.35,296.35,310.39,305.52,322.19,312.57,744.4,743.98,747.32,760.23,769.89,1958.92,2044.48,2129.87,2199.08,2245.78,7272.81,7897.35,16136.02,20749.11,32307.79
199904,44.41,51.47,61.55,63.93,61.71,299.51,320.31,310.79,306.67,305.43,720.55,771.65,761.39,777.23,768.3,1962.12,2139.16,2149.89,2255.28,2240.42,7200.66,8796.68,14970.65,18534.63,33845.66
199905,51.2,61.72,66.24,68.85,73.13,340.2,360.56,348.74,351.61,377.48,792.69,833.47,843.95,862.12,852.99,2192.26,2233.65,2354.32,2466.31,2413.4,6763.9,9845.88,14560.44,19287.12,34379.75
199906,51.51,63.41,72.04,76.72,77.83,362.05,357.68,375,364.77,375.71,810.9,850.29,887.36,922.46,856.3,2125.85,2298.2,2424.6,2371.16,2430.28,6197.46,9836.29,18214.56,17360.17,33428.15
199907,52.41,66.35,72.74,70.74,76.11,380.08,370.72,391.4,385.25,401.19,876.59,925.55,894.86,932.65,932.1,2318.32,2241.15,2585.24,2429.38,2539.84,6764.04,18180.1,17113.37,29225.63,30781.64
199908,51.42,70.7,69.8,84.49,80.02,367.57,376.31,372.91,389.24,390.84,877.92,889.24,901.55,950.22,875.02,2244.05,2365.71,2477.96,2524.71,2479.12,13643.35,17792.91,18273.08,27644.86,30519.59
199909,49,62.66,68.75,72.69,77.05,351.84,351.45,360.03,361.84,368.26,809.29,862.32,873.23,870.16,850.89,2205.57,2433.85,2225.58,2305.95,2383.33,11025.73,19462.51,22234.4,29190.01,28952.56
199910,47.4,58.57,62.86,69.51,71.14,325.53,342.11,359.02,358.45,355.39,821.23,837.22,827.47,853.62,833.56,2101.63,2263.59,2149.16,2248.55,2252.24,11966.65,14226.64,25105.73,26331.75,28866.93
199911,44.03,54.55,60.46,63.01,66.52,310.88,320.57,335.75,327.36,326.76,771.21,819.21,795.25,817,820.45,2218.81,2263.08,2197.79,2246.97,2261.82,17895.09,16655.94,21014.57,27806.35,32520.67
199912,48.14,57.07,58.1,65.09,66.58,313.92,331.88,335.91,328.03,332.61,793.35,830.09,824.81,811.1,833.12,2293.09,2206.16,2172.72,2232.04,2281.49,13440.31,17124.54,17047.22,26544.42,33302.47
200001,48.25,55.22,56.31,63.7,65.91,319.06,321.9,334.63,347.4,330.91,818.58,861.58,825.6,841.89,850.98,2221.47,2261.98,2333.62,2303.69,2341.73,12987.65,13515.33,18080.4,31107.14,34964.29
200002,49.31,56.3,60.08,63.61,74.33,297.67,315.73,333.51,320.37,326.11,746.94,777.06,833.72,785.13,807.46,2211.61,2180.72,2102.06,2107.76,2207.48,15441.15,19889.37,26236.35,26959.16,30753.59
200003,52.16,54.01,59.14,60.88,73.35,314.27,315.14,320.43,319.79,327.99,772.9,782.38,802.44,760.56,776.12,2054.14,2080.45,2030.4,2194.98,2013.52,10689.6,19761.13,20827.83,30654.58,28731.33
200004,55.77,52.79,59.18,60.41,69.92,313.74,329.13,331.89,341.83,337.94,906.48,909.04,884.03,856.12,869,2459.13,2373.2,2518.47,2354.98,2381.16,13872.34,24991.51,25397.23,47441.43,28040.49
200005,51.31,54.97,56.49,58.12,61.59,315.37,348,341.84,323.6,332.92,894.98,880.18,857.82,901.82,865.59,2455.03,2556.2,2539.37,2324.71,2469.41,11713.62,21412.17,21770.66,35524.01,36362.9
200006,49.69,53.78,55.22,59.55,64.01,327.31,343.08,341.61,334.21,343.85,891.69,899.64,912.84,864.16,877.59,2568.16,2425.82,2723.75,2293.89,2519.53,11810.34,18645.35,26613.63,35580.67,32569.37
200007,53.48,56.85,55.9,57.5,65.34,344.47,352.75,351.89,352.73,360.47,838.96,901.04,908.07,907.16,903.92,2357.48,2568.29,2428.62,2321.16,2431.24,8133.5,32126.54,23442.3,27177.32,33155.07
200008,50.54,56.25,56.19,53.69,66.19,337.45,352.37,354.43,363.11,359.47,913.9,927.86,903.39,905.08,904.31,2423.72,2588.39,2524.42,2322.37,2487.79,10521.54,21386.98,26115.45,30401.03,34832.84
200009,53.67,58.1,57.71,62.97,69.28,370.03,364.49,364.95,379.33,381.56,936.93,938.78,971.71,940.37,974.17,2822.45,2786.64,2562.56,2586.24,2567.78,13100.54,29004.81,23942.76,36276.65,35109.93
200010,49.57,55.05,54.73,58.95,68.98,341.76,341.78,367.35,353.66,374.99,980.01,923.46,928.63,950.22,957.63,2826.72,2749.42,2515.25,2576.46,2487.72,21720.29,27616.18,34399.25,26603.56,31040.48
200011,50.23,49.58,52.17,54.92,66.41,334.4,354.74,343.2,365.69,359.68,923.89,918.99,922.43,939.33,960.64,2741.91,2807.35,2498.45,2701.85,2584.74,25208.44,28729.8,31072.08,43504.18,23897.85
200012,41.98,49.92,52.68,59.61,64.12,315.33,325.69,328.35,353.1,343.96,895.6,885.93,899.69,927.47,923.13,2680.54,2566.52,2687.49,2637.82,2467.23,25032.49,27923.31,25804.27,48717.35,18115.72
200101,41.17,50.5,53.77,59.84,68.77,340.53,364.5,372.13,376.63,386.24,961.55,1025.82,988.63,1031.3,1059.67,2822.58,2837.46,2897.97,2743.13,2705.64,25441.15,24317.77,41538.59,34424,21556.47
200102,51.31,63.14,71.29,79.35,91.06,374.68,398.26,396.67,418.03,428.78,1026.94,1081.58,1042.72,1077.21,1067.03,2804.75,2855.86,2957.04,2917.73,2745.02,36257.1,30377,48447.16,26641.86,14991.8
200103,52.38,64.02,71.59,77.67,95.34,384.08,393.4,409.16,413.45,412.68,1046.21,1036.8,1034.34,1034.92,1078.2,2750.25,2932.51,2795.61,2809.09,2755.66,27638.65,37657.38,33860.34,28929.19,15501.93
200104,47.4,59.23,70.14,68,86.93,367.8,371.07,374.28,408.78,395.98,973.5,1062.96,1035.63,1001.12,1009.39,2712.52,2709.85,2750.08,2580.94,2667.26,29165.63,37298.11,30254.7,24468.56,14970.97
200105,51.08,57.19,74.81,72.21,84.14,392.75,409.44,403.16,425.5,408.94,1088.29,1100.1,1075.48,1080.15,1090.83,2899.6,2886.14,3013.17,2934.63,2947.5,26012.11,45800.29,41135.63,17949.08,14886
200106,53.15,66.64,79.06,78.17,98.92,426.04,430.19,435.13,431.86,421.84,1135.3,1124.49,1122.02,1168.01,1090.48,3017.4,3005.98,2958.51,3070.14,3050.99,26067.11,42418.83,38105.65,16155.64,15601.01
200107,53.09,69.57,72.07,83.56,112.08,453.35,472.83,482.54,456.88,444.07,1123.51,1132.77,1150.09,1157.53,1167.51,3044.68,3092.51,2586.83,3118.91,3035.95,26199.39,51127.23,32153.03,16496.42,14970.26
200108,52.49,70.6,76.9,83.57,113.34,453.7,450.59,469.05,474.09,444.61,1083.76,1130.11,1162.9,1145.44,1092.2,2898.88,3033.88,2856.53,3064.85,3148.45,27268.59,52045.54,26782.06,16310.28,14189.79
200109,55.82,64.14,72.96,78.96,103.44,446.11,449.33,463.37,466.24,437.14,1077.48,1129.38,1115.71,1158.95,1093.2,2919.88,3056.76,2687.97,2849.12,2995.63,29795.62,39709.46,31959.88,17443.08,14392.7
200110,47.39,53.03,63.97,70.48,86.01,377.31,394.72,389.44,395.75,381.95,959.98,962.34,975.78,985.97,983.19,2639.23,2599.96,2568.58,2619.57,2495.82,27009.5,43697.59,22953.09,12016.19,12335.83
200111,49.65,54.36,66.02,67.6,81.87,389.81,404.47,400.97,409.71,389.75,1009.16,1041.46,1007.32,1009.72,1045.17,2743.05,2746.49,2737.19,2653.13,2520.38,21074.22,39064.38,28609.39,21289.09,12104.66
200112,52.82,59.21,70.1,68.85,84.57,419.21,439.19,460.24,437.6,422.04,1086.18,1087.95,1129.28,1133.74,1079.29,2931.63,2912.77,2988.05,2820.93,2642.64,29385.99,33859.35,33625.72,19638.01,12167.28
200201,60.86,65.33,74.48,67.95,84.7,458.72,462.23,511.49,472.81,453.62,1115.78,1221.73,1147.24,1197.25,1160.68,2980.23,3055.74,3020.18,3020.37,2936.88,21995.59,30991.7,36742,19413.9,27320.65
200202,59,74.11,79.78,83.64,96.02,459.15,453.2,476.4,494.78,460.37,1091.19,1109.03,1162.11,1165.26,1128.84,3162.32,3090.95,3000.87,2956.67,2938.27,23781.24,41886.62,32494.83,17475.39,11035.44
200203,57.22,72.19,76.84,85.14,91.53,489.51,475.7,472,486.89,469.71,1195.72,1164.01,1121.69,1193.36,1156.02,3166.56,3068.26,3049.35,2981.83,2970.03,22951.82,40692,25510.4,27707.25,10876.83
200204,66.87,81.14,91.11,92.2,98.23,531.33,525.66,550.77,541.75,514.4,1259.25,1266.42,1294.25,1326.07,1213.61,3340.63,3295.17,3227.03,3310.46,3146.3,22993.66,37712.83,32544.22,19839.59,18946.56
200205,68.89,90.63,92.04,100.81,106.48,561.59,551.58,579.34,586.42,559.22,1273.76,1288.9,1341.05,1324.41,1278.57,3362.53,3267.91,3312.96,3288.16,3023.42,28576.01,37788.92,24308.88,17762.57,15392.24
200206,68.22,91.09,102.67,94.62,107.84,549.56,561.66,544.82,548.02,564.01,1257.18,1225.8,1348.75,1294.3,1248.28,3244.79,3211.41,3228.04,3232.94,3167.41,38877.94,26570.36,25865.7,22436.31,15093.32
200207,70.7,93.4,91.85,86.12,99.11,516.76,546.05,542.23,547.96,544.75,1168.12,1178.42,1241.8,1212.09,1202.36,2966.62,3105.26,2901.87,2998.91,3018.9,38274.82,30617.77,20305.2,21516.4,13924.8
200208,56.39,71.03,71.31,74.26,93.24,438.32,441.98,463.48,458.04,439.49,1103.69,1048.16,1050.98,1042.89,1019.8,2715.66,2673.1,2557.02,2763.35,2535.28,34522.12,25071.33,23937.52,17360.55,9815.07
200209,59.94,70.3,71.53,73.57,83.67,433.24,459.14,465.78,468.2,439.94,1093.54,1066.93,1095.74,1083.35,1048.98,2632.41,2762.61,2800.48,2642.42,2694.16,25687.21,33011.92,22280.82,22444.32,14420.44
200210,54.14,68.46,69.48,70.24,79.52,410.6,408.19,445.08,419.48,419.65,1004.43,988.69,950.09,976.59,972.85,2331.23,2508.06,2306.64,2515.24,2368.91,23148.16,29520.45,18868.94,17550.65,10163.36
200211,54.55,66.15,66.7,65.58,77.53,408.59,411.2,420.54,405.35,407.92,995.55,1008.64,1019.28,1002.85,979.49,2376.21,2603.38,2479.08,2394.09,2506.58,32697.35,26910.93,20937.76,16161.32,15455.98
200212,65.64,73.89,75.13,81.5,84.47,439.03,443.64,470.72,457.71,456.7,1040.23,1076.28,1091.59,1072.48,1056.87,2738.75,2771.53,2689.89,2704.65,2597.5,20367.76,36790.43,23633.05,21560.46,11971.13
200301,63.58,71.97,84.03,73.5,83.07,424.18,438.84,467.95,450.15,451.39,1012.21,1085.42,1032.58,1089.17,1028.01,2606.99,2580.76,2617.24,2519.99,2616.45,20235.09,27380.89,31969.69,18165.55,12498.54
200302,62.16,73.99,70.03,86.7,80.96,422,412.16,453.19,424.46,422.15,1001.71,997.04,1008.95,1039.92,984.73,2507.13,2549.89,2547.45,2503.63,2374.46,15151.26,30982.12,26301.29,18781.18,13800.24
200303,59.18,74.04,70.31,79.76,77.45,398.48,399.07,428.13,417.69,411.56,952.4,976.98,974.31,1012.98,960.04,2360.31,2574.51,2502.12,2352.12,2414.84,20936.24,22219.11,31112.72,18675.47,13342.23
200304,61.74,74.67,74.2,71.91,78.67,410.15,422.91,419.99,412.08,417.27,970.65,1025.35,971.29,998.09,1001.99,2455.95,2595.24,2532.5,2371.71,2535.07,13516.8,21725.46,35077.21,19140.75,13987.71
200305,69.3,86.47,83.81,89.42,86.07,452.4,461.7,490.46,489.81,467.47,1041.03,1106.48,1128.63,1093.37,1108.78,2672.44,2698.77,2702.86,2695.55,2717.35,13977.28,17416.2,24150.41,37448.37,17351.04
200306,74.74,97.41,91.53,103.98,98.27,478.04,512.37,552.16,525.86,519.13,1147.87,1206.29,1195.84,1221.05,1175.08,2876.63,2989.32,2955.85,3001.48,2803.67,13411.04,19724.08,26396.6,31783.77,22871.4
200307,82.94,109.85,107.63,100.18,96.33,495.71,532.56,537.06,549.28,529.23,1162.13,1162.7,1220.45,1276.89,1184.81,2937.65,2866.4,3078.38,2943.92,2968.82,13039.23,20787.29,29688.16,32965.15,19153.77
200308,80.78,109.84,118.14,106.5,111.06,538.55,559.46,566.29,556.51,567.62,1239.02,1287.6,1331.6,1304.56,1191.98,2831.18,3198.39,3172.71,3013.18,3070.61,17961.3,28597.6,28701.31,26579.52,20800.48
200309,81.44,116.04,118.81,117.87,119.63,592.76,587.28,597.52,590.28,592.99,1260.41,1347.55,1393.03,1324.4,1301.57,3260.32,3167.65,3308.33,3166.83,3304.37,19120.65,35405.97,25808.33,22366.93,25014.48
200310,88.11,112.03,116.18,123.58,124.79,563.72,575.32,587.39,599.56,583.53,1195.9,1305.3,1374.51,1329.59,1286.85,3286.95,3007.5,3335.72,3103.32,3328.15,24458.63,22194.62,37215.15,25247.43,21690.78
200311,101.38,133.74,127.82,121.96,128.78,619.35,603.85,640.53,619.17,628.16,1377.92,1404.68,1417.59,1401.1,1338.08,3488.35,3564.34,3481.79,3236.61,3412.33,27560.91,38224.42,27704.56,18282.03,20314.07
200312,100.07,141.39,139.75,134.44,130.74,620.53,650.54,661.62,660.82,645.48,1398.08,1487.07,1428.51,1458.57,1441.09,3421.83,3741.29,3466.32,3478.91,3454.84,35144.54,34339.48,25907.78,23259.61,17728.21
200401,114.1,140.32,141.27,144.53,142.27,674.04,687.03,693.42,708.96,690.13,1532.8,1461.52,1532.4,1500.06,1510.92,3718.36,3679.96,3592.7,3731.66,3540.38,34982.17,37078.81,24392.93,23857.51,21641.6
200402,111.49,145.68,150.41,154.55,162.22,676.82,725.97,724.62,705.2,706.54,1553.27,1598.21,1508.35,1572.45,1431.99,4037.32,3797.92,3567.79,3798.87,3580.8,32865.14,35533.47,29911.17,22407.62,22533.56
200403,120.58,152.81,154.27,159.51,163.36,707.18,752.26,753.99,721.37,726.96,1630.29,1578.21,1621.02,1558.59,1512.03,3959.12,3821.84,3928.37,3801.88,3438.9,34500.46,31918.93,32657.33,26333.61,16417.92
200404,129.03,149.29,160.93,147.59,164.97,724.84,748.8,740.58,753.15,728.91,1634.19,1538.31,1654.48,1571.63,1596.27,3949.11,3887.72,3841.73,3714.97,3604.4,41814.3,26165.86,28207.53,26254.83,19349.82
200405,137.17,140.44,156.01,151.28,155.62,714.62,713.83,712.48,742.24,719.92,1541.15,1555.06,1543.18,1563.31,1582.53,3740.92,3907.17,3645.65,3635.81,3607.29,44068.8,25609.79,26028.45,23370.68,20335.29
200406,137.49,156.07,143.2,150.92,146.99,698.54,737.57,758.3,724.59,728.72,1578.64,1571.05,1604.02,1602.7,1586.36,3811.23,3921.09,3605.25,3933.95,3705.99,30731.97,37788.99,32544.22,18110.38,21732.12
200407,142.85,165.17,157.41,163.7,159.25,758.28,797.16,787.92,783.62,784.71,1658.62,1654.75,1651.55,1698.36,1631.93,3981.2,3904.4,3875.33,3964.97,3902.47,37335.46,38156.89,26353.05,25055.49,20142.4
200408,129.92,150.67,165.54,149.32,156.83,722.23,751.53,730.41,765.15,742.19,1560.77,1560.69,1608.68,1620.23,1555.26,3631.34,3650.76,3836.29,3742.13,3728.73,34991.85,41213.71,24454.12,18695.18,18076.62
200409,135.09,149.82,142.51,152.08,152.79,717.98,733.3,750.04,777.08,751.36,1576.34,1594.46,1603.21,1673.17,1542.09,3727.6,3531.42,3791.07,3885.62,3765.91,27228.01,35179.32,37199.47,20688.89,19131.12
200410,134.51,157.37,157.34,187.01,163.03,745.37,793.41,803.68,835.22,782.14,1592.57,1613.58,1676.67,1694.51,1633.4,3740.05,3731.78,3924.56,3956.1,3899.68,35860.56,35899.3,28969.35,26055.01,16800.62
200411,134.82,164.06,162.55,165.47,173.36,744.57,787.61,823.35,826.02,810.78,1621.15,1656.25,1664.21,1703.88,1597.64,3814.15,3944.75,3832.22,3954.7,3889.13,31847.65,36690.39,33027.34,20883.22,21186.91
200412,155.86,171.1,185.25,187.3,199.41,846.64,881.63,889.25,908.12,894.91,1770.97,1809.9,1773.18,1863.26,1737.65,4070.39,4102.98,3927.95,4458.74,4086.63,29301.11,38199.45,28566.37,27316.03,26996.58
200501,158.75,172.17,204.85,200.21,210.04,863.94,878.06,923.39,920.87,908.72,1813.28,1857.94,1875.35,1903.62,1752.75,4166.31,4421.06,4172.86,4478.83,4221.79,36118.73,38001.8,36998.02,23441.64,19901.53
200502,149.17,182.19,198.58,198.15,203.11,821.16,898.32,883.71,931.63,872.48,1744.61,1786.28,1884.06,1802.56,1751.3,4137.71,4323.45,4171.48,4136.07,4378.62,34966.09,37379.06,35853,24892.49,17875.71
200503,154.69,182.82,191.42,200.49,197.73,885.82,891.22,923.81,907.25,902.74,1810.38,1797.38,1891.06,1832.55,1835.58,4223.11,4489.25,4190.82,4286.2,4613.35,38702.78,32892.96,34352.36,31529.58,18779.94
200504,147.33,184.2,190.11,192.96,196.82,853.56,890.29,903.14,905.21,886.3,1778.98,1780.6,1866.78,1793.8,1760.61,4170.1,4388.14,4292.38,4090.75,4406.05,36744.44,33954.32,33788.78,23520.85,26620.28
200505,136.26,161.24,176.68,186.06,188.06,801.66,804.29,811.64,837.9,862.94,1658.46,1752.56,1745.74,1702.61,1655.3,4092.67,4247.91,4097.63,4046.02,4154.99,37175.36,35601.76,27917.47,27320.07,24815.05
200506,148.12,176.56,182.5,177.01,194.09,860.6,874.49,886.45,902.13,911.61,1780.4,1780.19,1875.6,1844.9,1760.75,4090.55,4534.11,4283.23,4297.79,4415.41,39534.93,30342.96,34005.69,29395.5,24856.04
200507,152.13,184.11,179.73,195.12,202.02,904.84,901.43,913.64,910.63,939.14,1850.92,1910.67,1914.97,1867.44,1761.67,4356.79,4643.11,4392.89,4425.25,4439.07,30988.39,41919.09,35760.68,28470.36,20781.12
200508,147.89,180.87,198.61,222.99,217.93,918.7,964.25,923.21,956.55,955.04,1975.42,1953.41,1982.41,1997.14,1857.58,4790.57,4813.5,4681.33,4575.5,4672.9,39788.3,43295.82,29616.47,26740.83,22216.57
200509,137.55,179.91,216.22,220.26,220.36,927.72,948.33,908,955.64,950.32,1939.16,2012.24,1920.11,1924.56,1835.56,4761.22,4637.8,4673.05,4495.84,4464.14,47254.24,37567,29346.63,24648.6,20741.35
200510,145.36,187.52,199.99,218.79,207.25,920.98,936.85,901.86,942.69,963.04,1885.24,1977.86,1924.31,1931.26,1927.09,4802.14,4710.36,4977.18,4213.38,4574.82,40273.54,35836.25,32013.8,29933.22,23417.34
200511,144.98,182.83,190.03,208.24,205.8,904.9,926.05,894.33,916.52,914.8,1805.25,1855.46,1838.22,1891.12,1895.07,4242.69,4572.81,4657.41,4111.26,4585.23,35750.91,40614.46,31507.15,26387.59,23712.34
200512,156.89,192.68,186.37,201.94,213.76,924.47,938.97,930.53,918.9,937.53,1809.76,1883.1,2070.36,1943.18,1925.35,4419.01,4678.9,4650.18,4556.86,4574.1,27513.41,42415.02,44255.62,23085.94,23849.96
